[00:10.300 --> 00:15.520]  Gavin will be here in 20 seconds, so if there's anything derogatory you want to say about him.
[24:01.800 --> 24:09.440]  I have by my measurements, a 26 inch back. Oh! 26 inches.
[24:10.300 --> 24:11.120]  And then this?
[24:12.080 --> 24:22.160]  A, you're an idiot. And B, do you think you could eat 24 inches of pancakes? That seems like a lot.
[24:22.400 --> 24:30.040]  I just liked that I called you an idiot and then immediately got the number on. Like, I immediately forgot the number you just told me and I was two inches off.
[24:30.780 --> 24:33.680]  You used a clip to call yourself out?
[24:33.680 --> 24:43.140]  I gotta keep things fair. We went all that time remembering the number, or like to find out the number of when he finally said it, I just disregarded it immediately.
[24:43.500 --> 24:48.900]  I remember hearing that and thinking that you just picked a number. It didn't connect to me that you forgot. That was great.
[24:49.600 --> 24:53.780]  I bet if you were born in September, you wouldn't have been so stupid as to call yourself out.
[24:56.440 --> 24:57.600]  Damn, that's funny.
[25:01.240 --> 25:09.020]  What are we looking at? What is this? Nick posted a photo of a Zelda character, I'm guessing? That's how many pancakes a Zelda is.
[25:09.480 --> 25:15.800]  Is that, do those percentages, yeah, do they correlate? Are they pretty close to what Andrew said his back percentages were?
[25:15.900 --> 25:18.580]  Yes, way close. He's a Zona. Interesting.
[25:19.100 --> 25:20.680]  Are you like a Zona, Andrew?
[25:21.500 --> 25:25.540]  Yeah, I am. That's actually my birth sign, I believe, is a Zona.
[25:25.540 --> 25:27.380]  I'm not sure what August is.
[25:30.340 --> 25:36.220]  Yeah, I'm a definite Zona. I mean, I don't know why we need the Zona in here, we already, I submitted before, I'll send it again, regulation.
[25:36.820 --> 25:48.580]  It's just, this picture is so fucking funny to me. It's just, it's you, and you're waving, it's so funny. I love it.
[25:48.740 --> 25:51.280]  It's gonna be the thumbnail for last week's episode.
[25:54.200 --> 26:01.900]  His face, his face is so, he's got his little toes. I think he's got a drawstring on the pants.
[26:03.060 --> 26:05.740]  It's so funny. I love it. I love it so much.
[26:06.260 --> 26:12.800]  It's got your expression down so fucking well. I don't even know how to put it into words, but it looks so much like you.
[26:14.440 --> 26:17.900]  I realized another way recently of how I was dumb for something.
[26:17.900 --> 26:23.420]  I just remembered that I didn't, I learned something probably in my early twenties that I should have learned a lot sooner.
[26:23.860 --> 26:29.280]  Okay. And I just remembered this the other day. I thought, I thought Bicentennial meant robot.
[26:33.700 --> 26:39.260]  Because of that movie, The Bicentennial? Yeah, because of Robin Williams. I thought it was like Cyborg Man.
[26:39.260 --> 26:54.260]  And then, and then I heard Americans celebrating the Bicentennial and I was like, was it like some sort of major robot incident that people was...
[26:58.000 --> 27:00.660]  Centennial. You guys, you guys don't have robot day in England?
[27:01.520 --> 27:05.140]  I was like, what's this robot day about? Oh my God.
[27:06.200 --> 27:11.300]  I must've been like 21 or 22 when I realized that Bicentennial meant 200.
[27:13.180 --> 27:15.160]  That is incredible.
[27:16.540 --> 27:21.160]  It makes so much sense when you have like millennial and centennial. I'm an idiot.
[27:22.960 --> 27:28.680]  The robot in this movie, they made look like Robin Williams.
[27:31.000 --> 27:31.280]  Yeah.
[27:31.280 --> 27:36.040]  Have you seen that movie? No.
[27:36.920 --> 27:40.700]  I've also read the book. It's an Isaac Asimov. It's much better book than a movie.
[27:41.080 --> 27:48.080]  Yeah. I mean, it eventually becomes Robin Williams. Like it becomes realistic enough to look like he just looks like a man.
[27:48.620 --> 27:53.180]  Oh, that's interesting. Bicentennial. That's amazing.
[27:53.420 --> 27:54.400]  That's so fucking funny.
[27:54.400 --> 28:03.660]  I have the reverse of that, that I was going to ask you guys about, of if there are things that you've forgotten how to do that you shouldn't, like you should still know how to do.
[28:04.280 --> 28:15.000]  I have a, this is an incredibly stupid one. I'm just going to say like, I'm aware this is really dumb. I can no longer sleep facing right.
[28:15.760 --> 28:16.800]  On my right side.
[28:17.660 --> 28:36.220]  I used to be someone who would like sleep for a while on my left and then roll over to my right. And I can't sleep on my right. I cannot get comfortable. Like I can't find the angle. Everything feels off. Like I can't, I can't do it. Somewhere in the last eight months, I have lost the knowledge of how to lay on my right side. And it has been troubling.
[28:36.580 --> 28:40.080]  Is it just a comfort thing? Or are you like putting pressure on a piece of your body that you don't like?
[28:40.080 --> 29:00.600]  I think it's all of it. Like it's, it feels awkward in certain parts of my body. I don't know how to adjust because I've been isolating with COVID. Like I have this entire king sized bed to myself. I'm like, Oh, maybe if I just shuffle more, but I've learned with the entirety of the bed, I just end up on the other side of the bed. I just keep adjusting. Like, I can't figure it out. I don't know how to lay on my right now. It's gone.
[29:00.600 --> 29:05.120]  And that's the good side to sleep on, right? Because your stomach wants to be tilted on the left.
[29:05.280 --> 29:10.640]  It's not great. I didn't know that. I just know that it's, it's not, I can't get comfy on my right side.
[29:10.820 --> 29:17.650]  I think this, I think I remember reading something like the stomach is because it's directional. It's better for it to be on one side for comfort.
[29:19.120 --> 29:20.680]  I don't remember. I don't remember what the reason is.
[29:20.680 --> 29:29.520]  That's it. So do you, it's interesting. I sleep, I have the same, I have a problem. I have to sleep a certain way too, but I have to sleep facing the door.
[29:30.180 --> 29:33.320]  Like with my back to a wall. Like I have to sleep facing the threat.
[29:33.620 --> 29:35.240]  Yeah. You think it's like a military thing?
[29:35.640 --> 29:42.980]  I don't know if it's a military thing or just like a, I don't know, like maybe it's just like a caveman thing that's, you know, in me.
[29:43.180 --> 29:46.620]  But, uh, but yeah, I always feel like I always think about it. I always have to sleep facing.
[29:46.620 --> 29:50.580]  So if I like, like nobody will be behind me, they'd have to go around me to get behind me.
[29:50.620 --> 29:55.000]  So I, if I sleep and I open my eyes, I can see what's in front of me. I know nothing could sneak up on me. Yeah.
[29:55.360 --> 29:56.040]  That's interesting.
[29:56.420 --> 30:01.900]  I find that I wake up sometimes having absolutely no idea where I am, especially when I'm in a hotel, I think I'm somewhere else.
[30:02.860 --> 30:03.820]  Absolutely. Of course.
[30:04.160 --> 30:09.080]  So, so you can easily sleep in a hotel where the door is the other way to your bedroom and you would just switch.
[30:09.600 --> 30:12.580]  Yeah. Yeah. Sometimes. Yeah, I do. I think it annoys Emily, but yeah.
[30:14.080 --> 30:18.120]  I always just sleep on the side of the bed closest to the door facing the door.
[30:18.340 --> 30:22.100]  Whatever that is. Interesting. Hmm.
[30:22.420 --> 30:23.740]  Oh, Nick does it too, he says. Yeah.
[30:24.460 --> 30:28.700]  It's not something I even like. It's not something I consciously ever decided to do.
[30:28.740 --> 30:30.740]  It's just always been how I do it.
[30:31.040 --> 30:32.180]  What if the door is at your feet?
[30:32.520 --> 30:35.040]  I feel like any any direction works at that point.
[30:35.180 --> 30:37.840]  I think that frees them up. Yeah. As opposed to limit.
[30:38.000 --> 30:40.680]  I don't know. I think I just don't sleep on my side then sleep on my back.
[30:44.280 --> 30:48.480]  I was trying to think of a room where the doors are at the feet of the bed.
[30:48.600 --> 30:53.780]  But then I remember Geoff that time we stayed in that really romantic room in San Antonio.
[30:54.400 --> 30:56.020]  Do you remember that? Yeah.
[30:58.720 --> 31:02.120]  We stayed in like a honeymoon suite in a hotel together one night.
[31:02.140 --> 31:07.380]  And I slept on the couch on the outside of the amazingly lavish bedroom.
[31:07.660 --> 31:08.860]  I slept in the bed.
[31:08.860 --> 31:13.400]  Yeah. I think that's when we were sending pictures of each other under the covers.
[31:14.900 --> 31:18.140]  We were like two hours. We just got some funny pictures of each other.
[31:19.280 --> 31:22.500]  Oh God. That was fun. That was fun.
[31:22.680 --> 31:24.560]  Why did we stay in that room?
[31:25.120 --> 31:29.380]  I don't remember. I think because I know I know why.
[31:29.460 --> 31:31.940]  Because it was like my favorite hotel in San Antonio. It's called the Havana Hotel.
[31:33.620 --> 31:35.980]  And we were there for a basketball game or something.
[31:36.720 --> 31:38.540]  And steaks. And steaks.
[31:38.540 --> 31:40.780]  And they had a great steak restaurant. Really good.
[31:41.020 --> 31:43.500]  And a nice green sauce, whatever they put on it.
[31:43.800 --> 31:44.960]  Yeah, like chimichurri sauce.
[31:45.240 --> 31:49.060]  And then they had a really cool basement bar that was like really, really fucking cool.
[31:49.580 --> 31:52.540]  And I was there one time when the hotel flooded with sewage.
[31:52.680 --> 31:55.340]  And the basement bar started filling up with shit while I was there and we had to run out.
[31:57.820 --> 32:00.400]  Didn't enjoy the bar the rest of the weekend at that time.
[32:00.780 --> 32:05.860]  But anyway, I got us a two bedroom hotel room so that we could each have our own room.
[32:05.860 --> 32:09.220]  And it just turned out that it was a bedroom and then a sofa for you.
[32:11.160 --> 32:13.260]  Nice sofa though. Oh, it's fine.
[32:18.320 --> 32:22.040]  This ad is brought to you by HelloFresh, America's number one meal kit.
[32:22.460 --> 32:24.460]  Flavor is in full bloom in HelloFresh.
[32:24.960 --> 32:31.300]  Enjoy the taste of spring with chef-crafted recipes featuring ripe seasonal ingredients delivered right to your door.
[32:31.900 --> 32:33.800]  HelloFresh does more than just delicious dinners.
[32:33.800 --> 32:39.740]  Not only can you take your pick from 40 weekly recipes, but you can choose from over 100 items to round out your order.
[32:40.180 --> 32:43.080]  From snacks and easy lunches to desserts and pantry necessities.
[32:43.540 --> 32:46.720]  Everything arrives in one box on the delivery day you choose.
[32:47.280 --> 32:51.440]  When the spring sunshine is calling your name, don't call for takeout, get HelloFresh instead.
[32:51.940 --> 32:56.600]  Their quick and easy meals make feeding the family a cinch and without the high price tag.
[32:56.920 --> 33:00.180]  Their new fast and fresh options are ready in just 15 minutes or less.
[33:00.880 --> 33:04.780]  I absolutely love HelloFresh. I think it's so much fun to get the box.
[33:04.900 --> 33:08.700]  As I always say in these ads, it's just, you open it up, you have so many delicious recipes.
[33:09.020 --> 33:16.540]  Regardless of your skill level, if you're somebody who's very familiar with cooking, you will find delicious things that you may not be familiar with.
[33:16.680 --> 33:20.180]  And such clear instructions on how to use those ingredients, it's just awesome.
[33:21.240 --> 33:23.780]  Regardless of skill level, I would highly recommend it to anybody.
[33:23.780 --> 33:31.740]  So please go to HelloFresh.com and use code FACE16 for 16 free meals plus free shipping.
[33:32.080 --> 33:39.420]  That's HelloFresh.com and use code FACE16 for 16 free meals plus free shipping.
[33:40.200 --> 33:44.420]  Cold turkey may be great on sandwiches, but there's a better way to break your bad habits.
[33:44.640 --> 33:49.240]  Just going back to the cold turkey thing for a minute, what a great sandwich topping cold turkey is.
[33:49.240 --> 33:53.900]  Easily my number one overall if we're going to do a sandwich draft, absolutely going cold turkey.
[33:54.100 --> 33:59.900]  But we're not doing that, we're talking about our sponsor today, which is Fume, and how they look at the problem in a different way.
[34:00.340 --> 34:07.200]  Not everything in a bad habit is wrong, so instead of a drastic, uncomfortable change, why not just remove the bad from your habit?
[34:07.780 --> 34:11.120]  Fume is an innovative, award-nominated device that does just that.
[34:11.480 --> 34:13.740]  Instead of electronics, Fume is completely natural.
[34:14.000 --> 34:16.060]  Instead of vapor, Fume uses flavored air.
[34:16.060 --> 34:20.220]  And instead of harmful chemicals, Fume uses all natural, delicious flavors.
[34:20.780 --> 34:23.200]  You get it. Instead of bad, Fume is good.
[34:23.440 --> 34:26.680]  It's a habit you're free to enjoy and makes replacing your bad habit easy.
[34:27.140 --> 34:32.520]  Your Fume comes with an adjustable airflow dial and is designed with movable parts and magnets for fidgeting,
[34:32.800 --> 34:36.920]  giving your fingers a lot to do, which is helpful for de-stressing and anxiety while breaking your habit.
[34:37.380 --> 34:40.520]  Another really cool thing about the Fume product is it looks awesome.
[34:40.520 --> 34:47.260]  The beautiful real wood and the shape are just so cool. It's very pretty. You look great using it.
[34:47.860 --> 34:53.420]  Stopping is something we all put off because it's hard, but switching to Fume is easy, enjoyable, and even fun.
[34:54.080 --> 34:59.900]  Fume has served over 100,000 customers and has thousands of success stories, and there's no reason that can't be you.
[35:00.500 --> 35:05.360]  Join Fume in accelerating humanity's breakup from destructive habits by picking up the Journey Pack today.
[35:05.360 --> 35:11.640]  Head to tryfume.com and use code FACE to save 10% off when you get the Journey Pack today.
[35:12.780 --> 35:18.520]  That's tryfume.com and use code FACE to save an additional 10% off your order today.
[35:19.760 --> 35:24.740]  Today's episode is sponsored by PayPal Honey, the easy way to save when shopping on your iPhone or computer.
[35:25.160 --> 35:27.280]  But did you know it only takes a few seconds to get it?
[35:27.560 --> 35:32.360]  That means if you go to add it to your laptop or iPhone right now, you could be done before the ad read is even over.
[35:32.800 --> 35:39.180]  There are fewer things that feel better than when you do something on your checklist, especially when it's quick and easy to do.
[35:39.580 --> 35:40.580]  It's just such a great feeling.
[35:40.940 --> 35:43.980]  You know what else works fast? Honey's deal finding abilities.
[35:44.460 --> 35:49.560]  Honey is the free shopping tool that scours the internet for promo codes and applies the best one it finds to your cart.
[35:50.240 --> 35:52.720]  Now how it works is imagine you're shopping on one of your favorite sites.
[35:53.200 --> 35:57.340]  When you check out, the Honey button appears and all you have to do is click Apply Coupons.
[35:57.860 --> 36:00.740]  Wait a few seconds as Honey searches for coupons it can find for that site.
[36:00.740 --> 36:04.560]  If Honey finds a working coupon, you'll watch the prices drop.
[36:05.000 --> 36:09.460]  I've saved money on Honey on all sorts of things ranging from clothing to tech.
[36:09.920 --> 36:13.180]  It's so easy to use. It's easy to install. It's a great service.
[36:13.980 --> 36:17.240]  Honey doesn't just work on desktops either. It works on your iPhone too.
[36:17.640 --> 36:20.540]  Just activate it on Safari on your phone and you can save on the go.
[36:21.140 --> 36:26.400]  Getting Honey seriously only takes a few seconds and by getting it you'll be doing yourself a solid and supporting this show.
[36:26.400 --> 36:30.400]  Get PayPal Honey for free at joinhoney.com slash face.
[36:30.560 --> 36:32.920]  That's joinhoney.com slash face.
[36:35.820 --> 36:39.720]  Hey, I've been writing down my morning thoughts again if anybody's interested.
[36:40.080 --> 36:42.260]  I'd love to hear your morning thoughts. I have a few myself.
[36:42.780 --> 36:45.120]  Okay, here's what I have in no particular order.
[36:45.840 --> 36:49.480]  Actually, I guess maybe they're in dated order.
[36:49.480 --> 36:54.760]  The first thing I wrote down... I don't know what day this was but...
[36:54.760 --> 36:57.960]  I woke up and for some reason, it's not even a song that I like,
[36:58.300 --> 37:01.960]  I woke up and I thought, I need to listen to Tragedy by the Bee Gees.
[37:03.260 --> 37:07.080]  And I did. And I was like, I don't like this song. I don't know why I want to listen to this.
[37:08.020 --> 37:12.920]  The next day I woke up and my first thought was, I need a broccoli pouch.
[37:13.440 --> 37:17.320]  I don't know what that means. I don't even want to invent a broccoli pouch.
[37:17.320 --> 37:21.640]  I don't know where I was going with that. That was just my first thought was, I need a pouch for broccoli.
[37:21.980 --> 37:26.100]  Maybe it's a way to cook broccoli without releasing the stink into the rest of the house.
[37:26.360 --> 37:28.780]  Oh, maybe that's interesting. Maybe that's where I was going.
[37:28.980 --> 37:34.840]  Or maybe it could be like a urine thing. You know, like something that cooks things that create the smell of broccoli when you piss.
[37:35.120 --> 37:37.800]  Because you're on that for a while. You're deep in the broccoli smell.
[37:38.580 --> 37:38.940]  That's true.
[37:39.640 --> 37:51.260]  The next day I woke up. I don't know if this counts exactly, but I was having a bad dream where like a, you know, like the scariest thing to me is the exorcist, like believable religion.
[37:51.620 --> 37:55.180]  And I was having one of those kind of dreams where the devil was real.
[37:55.360 --> 38:00.220]  And I got I touched something I wasn't supposed to touch. And it gave me the devil's diarrhea.
[38:01.520 --> 38:04.820]  And then I woke up and I realized that I had real, very real diarrhea.
[38:04.820 --> 38:08.660]  And I shit for about an hour straight at four in the morning.
[38:10.020 --> 38:10.840]  What'd you eat?
[38:11.060 --> 38:17.500]  And I don't even know. And then the next day I woke up and I thought my throat hurts.
[38:17.760 --> 38:19.360]  That was COVID, turns out.
[38:20.900 --> 38:26.300]  The next the next day I woke up and I don't even know what I don't remember writing this down and I don't know what it means.
[38:26.560 --> 38:31.720]  But I guess I wrote I wrote down my first thought was no one hits vegetables anymore.
[38:33.380 --> 38:35.020]  You're really on that vegetable kick.
[38:35.120 --> 38:38.320]  I guess I guess the next day I woke up.
[38:38.380 --> 38:39.240]  What does that mean?
[38:39.580 --> 38:41.500]  I don't know. I don't know. I don't even remember writing it.
[38:41.540 --> 38:42.640]  I don't even remember writing it.
[38:43.960 --> 38:49.420]  The next day I woke up and my first thought was the killer has white nail polish.
[38:50.500 --> 38:54.460]  So if you're looking for any murderers out there, maybe check for white nail polish.
[38:54.560 --> 38:56.520]  Don't know what that must have been a part of a dream I had.
[38:57.240 --> 39:02.160]  And then the thought I had this morning when I woke up was I should get my bones stretched.
[39:03.620 --> 39:04.740]  That sounds terrible.
[39:05.220 --> 39:11.060]  I think because I read an article about a model who grew like five inches by getting her bones and her legs stretched.
[39:11.200 --> 39:12.060]  I don't want to do that.
[39:12.140 --> 39:12.920]  I'm happy with my height.
[39:13.120 --> 39:15.040]  Stretch like when that was my very first thought.
[39:15.120 --> 39:16.720]  Yeah, they like stretching surgery.
[39:17.000 --> 39:17.620]  Yeah, no.
[39:18.160 --> 39:18.560]  There you go.
[39:19.080 --> 39:20.620]  Those are those are all my first thoughts.
[39:20.620 --> 39:26.940]  Now, when you were casted, when when Devil's Diarrhea was was thrust upon you, did you say step back, Satan?
[39:27.040 --> 39:27.960]  I got shit and shades.
[39:28.940 --> 39:30.960]  No, I don't think shit and shades were in there.
[39:32.500 --> 39:34.140]  And I didn't feel very cool.
[39:34.980 --> 39:37.440]  I didn't I didn't wear shades at that point, either.
[39:37.460 --> 39:38.480]  I wasn't feeling very cool.
[39:38.560 --> 39:42.420]  That was just like just horrendous diarrhea.
[39:42.600 --> 39:45.640]  It probably was related to covid, actually, because it was right before I found out I had it.
[39:45.640 --> 39:49.700]  Oh, man. The Devil's Diarrhea.
[39:50.140 --> 39:50.500]  Devil's Diarrhea.
[39:50.500 --> 39:53.400]  That is like such a design by hell from you.
[39:53.760 --> 39:54.880]  Like that is there's nobody.
[39:55.100 --> 40:00.940]  If you gave me a list of things of like who came up with this, I would always put Devil's Diarrhea as a Geoff.
[40:01.360 --> 40:02.340]  That's a Geoff creation.
[40:04.520 --> 40:05.820]  Mine aren't as good as yours.
[40:05.840 --> 40:06.960]  Sounds like it'd be a hot sauce.
[40:07.960 --> 40:08.920]  Oh, man.
[40:09.580 --> 40:15.200]  That's we should face ever gets into hot sauce, which is apparently a huge market and a big moneymaker.
[40:15.340 --> 40:17.860]  We should make face presents the Devil's Diarrhea.
[40:18.400 --> 40:19.660]  Yeah, I like it.
[40:19.920 --> 40:21.320]  That's going to be our hot sauce.
[40:21.400 --> 40:23.180]  Stick it in the cookbook.
[40:25.820 --> 40:28.460]  Tony, can we make can we make hot sauce?
[40:28.800 --> 40:31.440]  I have a good nickname that I woke up with.
[40:31.540 --> 40:32.800]  I don't know where this came from.
[40:32.840 --> 40:33.680]  Kind of food related.
[40:33.780 --> 40:34.380]  I was like, you know what?
[40:34.400 --> 40:35.160]  This this person.
[40:35.440 --> 40:36.880]  This is a fucking cool name.
[40:36.880 --> 40:37.960]  I can get this name.
[40:38.240 --> 40:39.180]  Not for me.
[40:39.300 --> 40:42.000]  I think it's a cooler name than what I would ever deserve.
[40:42.140 --> 40:44.280]  But that's a memorable name.
[40:44.560 --> 40:45.640]  Johnny Caviar.
[40:46.800 --> 40:47.760]  Johnny Caviar.
[40:47.900 --> 40:48.560]  My first thing.
[40:49.180 --> 40:50.300]  I don't know where it came from.
[40:50.760 --> 40:51.780]  Johnny Caviar.
[40:52.060 --> 40:54.040]  This has been in my head ever since.
[40:55.240 --> 40:55.720]  Andrew.
[40:56.240 --> 40:56.560]  Andrew.
[40:56.560 --> 40:56.980]  Great nickname.
[40:57.240 --> 41:02.160]  Maybe Johnny Caviar could be like an Errol situation for you.
[41:02.640 --> 41:07.220]  Feeling like a little cocky, a little lux, a little fancy, a little Gucci.
[41:07.640 --> 41:09.540]  Maybe Johnny Caviar comes out.
[41:09.720 --> 41:13.120]  Oh, I like it.
[41:14.000 --> 41:16.120]  I'm going to develop Johnny Caviar a little bit.
[41:16.660 --> 41:17.260]  This is great.
[41:19.320 --> 41:22.060]  I think that is definitely a direction you should get it.
[41:22.120 --> 41:22.980]  You should look into going.
[41:23.120 --> 41:24.080]  I'm going to explore this.
[41:24.600 --> 41:25.340]  Johnny Caviar.
[41:25.600 --> 41:28.220]  The other morning thought I have is we're being attacked.
[41:28.220 --> 41:31.820]  Anytime I wake up due to like any noise in the world.
[41:31.960 --> 41:34.040]  I just assume we're being attacked.
[41:34.300 --> 41:37.120]  That's just a regular that covers most days.
[41:37.320 --> 41:38.780]  Hopefully you're facing the door.
[41:39.280 --> 41:40.920]  Yeah, I'm panicking instantly.
[41:41.300 --> 41:43.180]  Doesn't matter what the noise could be a bird chirping.
[41:43.340 --> 41:45.560]  If it wakes me up, it's ah, like what?
[41:45.780 --> 41:48.620]  What is who?
[41:48.940 --> 41:49.720]  That's me.
[41:50.360 --> 41:53.540]  Disoriented and ready to argue or fight with whatever's happening.
[41:54.920 --> 41:56.200]  My third one.
[41:56.400 --> 41:57.880]  And this is a dream.
[41:57.880 --> 42:02.080]  I do ever have dreams that like you wake up and then you go back into it and you have the dream.
[42:02.220 --> 42:02.940]  Yeah, like you continue.
[42:03.460 --> 42:04.360]  I had this.
[42:04.560 --> 42:06.620]  I thought this was such a genius.
[42:06.860 --> 42:07.040]  I did.
[42:07.040 --> 42:07.960]  This is such a dumb thing.
[42:08.200 --> 42:09.440]  And this was a genius idea.
[42:09.500 --> 42:13.100]  My dream to the point where I would wake up and I'd be like, I got to remember this.
[42:13.140 --> 42:17.060]  And I remember the name and I go back to bed and it would still be in whatever the next three months.
[42:17.860 --> 42:20.380]  The third idea is chungle.
[42:21.000 --> 42:22.580]  It's a game called chungle.
[42:23.180 --> 42:24.920]  Let me pitch this to you.
[42:24.980 --> 42:25.840]  It's chungle.
[42:25.920 --> 42:27.220]  C-H-U-N-G-L-E.
[42:28.720 --> 42:29.800]  You know what it is?
[42:30.180 --> 42:32.240]  You know like an auto runner type game?
[42:32.380 --> 42:34.080]  You know like mobile games like Mario Run?
[42:34.500 --> 42:35.220]  That type of thing?
[42:35.620 --> 42:35.700]  Yeah.
[42:35.840 --> 42:41.520]  It's Mario Run in a jungle with chungusy animals in it.
[42:41.820 --> 42:45.240]  It's a bunch of like cute big chungusy animals and they run around the jungle.
[42:45.800 --> 42:47.120]  And so it's called chungle.
[42:49.700 --> 42:51.800]  I was very excited about this.
[42:52.140 --> 42:54.880]  I was assigned to make chungle in my dream.
[42:55.140 --> 42:56.960]  And I was like, this is a great fucking idea.
[42:56.960 --> 42:57.580]  I gotta remember.
[42:57.740 --> 42:58.820]  I can't forget chungle.
[42:58.920 --> 43:00.380]  I gotta get to work on this.
[43:00.420 --> 43:01.520]  You just clear a checkpoint.
[43:01.680 --> 43:02.980]  It's like, that's chungle.
[43:03.200 --> 43:07.300]  Eric just posted a photo of a very large tiger.
[43:07.480 --> 43:09.400]  Yes, that's the chungle type vibe.
[43:09.400 --> 43:10.520]  Like a bunch of chungle animals?
[43:10.780 --> 43:17.080]  Like a bunch of chungly animals running around, jumping over logs, swinging on vines.
[43:18.480 --> 43:19.860]  This episode is nuts.
[43:19.980 --> 43:22.900]  This is like a dream of an episode.
[43:23.380 --> 43:23.820]  It is.
[43:24.520 --> 43:25.560]  It's been tough to sleep.
[43:25.560 --> 43:27.340]  I think I talked about this before.
[43:27.420 --> 43:28.520]  I've got this bird on my roof.
[43:28.620 --> 43:29.520]  I don't know what it is.
[43:29.620 --> 43:31.200]  It's waking me up constantly.
[43:31.660 --> 43:32.580]  It's so annoying.
[43:33.060 --> 43:34.100]  It's just on the roof?
[43:34.580 --> 43:35.420]  No, it's living...
[43:35.420 --> 43:38.340]  There's a panel in my building that broke off a while ago.
[43:38.580 --> 43:40.040]  And birds have moved into it.
[43:40.120 --> 43:43.800]  And there's one bird in particular that I hear cawing through my vent sometimes.
[43:43.980 --> 43:44.780]  And it wakes me up.
[43:45.060 --> 43:46.940]  Do you think that's where your doorbell button ended up?
[43:47.480 --> 43:48.500]  It could be.
[43:48.780 --> 43:49.760]  I think we talked about that.
[43:49.800 --> 43:52.520]  That it could have been stolen by one of the birds.
[43:53.620 --> 43:54.380]  It's terrible.
[43:54.380 --> 43:56.640]  I want you to figure out what it is.
[43:56.980 --> 43:57.860]  I've been trying to figure it out.
[43:58.240 --> 44:00.460]  You download that Merlin app for your phone, but it crashes.
[44:00.640 --> 44:02.140]  There's other apps, though, that'll do that.
[44:02.540 --> 44:03.060]  Oh, really?
[44:03.680 --> 44:05.700]  Yeah, there's other brands you can...
[44:05.700 --> 44:07.860]  I mean, I have recordings of it.
[44:07.920 --> 44:08.660]  I just don't...
[44:08.660 --> 44:11.000]  I haven't been able to use the app because it just crashes.
[44:11.420 --> 44:14.040]  Oh, if you have recordings of it, you can send me the recording.
[44:14.620 --> 44:15.260]  And then I...
[44:15.260 --> 44:17.840]  Or if you can play a recording...
[44:18.560 --> 44:19.600]  No, that might not work.
[44:19.900 --> 44:22.260]  Why don't you just learn how to do an impression of the bird?
[44:23.140 --> 44:24.420]  I'm just gonna...
[44:24.920 --> 44:26.260]  Sort of, it's like a...
[44:27.160 --> 44:27.420]  Ah!
[44:29.880 --> 44:31.320]  I'm still dealing with COVID here.
[44:31.440 --> 44:32.020]  This is not easy.
[44:32.400 --> 44:34.220]  Yeah, you sound a bit stopped up.
[44:34.220 --> 44:34.900]  No, I'm not good.
[44:35.440 --> 44:38.260]  We recorded last week and I was like, I got it.
[44:38.360 --> 44:40.360]  This is gonna be not fun, but it'll be fine.
[44:40.420 --> 44:42.400]  And then everything post then has been awful.
[44:42.860 --> 44:44.700]  Did you get hold of some of them pills that Geoff was talking about?
[44:45.180 --> 44:47.840]  No, I forgot that they existed until yesterday.
[44:47.840 --> 44:50.180]  And I thought that's a real dumb mistake by me.
[44:50.180 --> 44:53.280]  I just, I bought a lot of Gatorade and a lot of Powerade.
[44:53.540 --> 44:57.420]  And I'm really stupid, because I bought Gatorade and Powerade simultaneously.
[44:58.000 --> 45:02.760]  And then Powerade on their label says 50% more electrolytes than the leading sports brand.
[45:02.920 --> 45:05.060]  So I became strictly a Powerade guy because of that.
[45:06.300 --> 45:07.340]  Red Powerade...
[45:07.340 --> 45:11.360]  Red Powerade is the best tasting of all the AID drinks.
[45:11.940 --> 45:12.480]  They're pretty good.
[45:14.340 --> 45:15.360]  It's pretty good.
[45:16.560 --> 45:17.700]  Best AID drink.
[45:18.020 --> 45:19.560]  It's the best AID drink, it really is.
[45:19.560 --> 45:20.660]  Red Powerade.
[45:20.980 --> 45:21.460]  It's the greatest.
[45:21.720 --> 45:23.080]  Regular Red Powerade.
[45:23.640 --> 45:23.800]  Yeah.
[45:24.460 --> 45:26.560]  I prefer blue a little bit, but...
[45:27.140 --> 45:29.620]  I wish you had gotten on that Paxlova, dude.
[45:29.660 --> 45:31.480]  Because I had COVID for four fucking days.
[45:31.780 --> 45:33.480]  It was over before it began.
[45:33.900 --> 45:34.000]  Yeah.
[45:34.380 --> 45:37.440]  I tested positive on Monday and I was negative on Friday.
[45:38.660 --> 45:39.800]  It was just like...
[45:39.800 --> 45:42.220]  Why didn't you drop off the games for me to send to Andrew then?
[45:43.160 --> 45:45.180]  Well, I wanted to give myself some grace.
[45:45.720 --> 45:46.560]  Just in case.
[45:47.020 --> 45:48.440]  You know, I don't want to like...
[45:48.440 --> 45:50.440]  Just because I got two negative tests doesn't mean...
[45:50.440 --> 45:51.980]  You know, you just want to be safe with your friends.
[45:52.080 --> 45:52.980]  I already gave it to Gus.
[45:53.180 --> 45:54.220]  I want to give it to you too.
[45:55.940 --> 45:57.800]  Gus went so long without having it.
[45:58.400 --> 46:00.520]  Hey, you guys just reminded me.
[46:00.860 --> 46:03.440]  I didn't even think I was going to talk about this, but I might as well.
[46:03.940 --> 46:07.000]  Do you guys remember when I had that $40,000 flush?
[46:08.140 --> 46:08.340]  Yes.
