[00:00.560 --> 00:02.980]  This podcast is brought to you by Carvana.
[22:14.930 --> 22:19.450]  I'm just like going about my day, glancing at my iPad with his Donkey Kong stream.
[22:19.450 --> 22:25.470]  And he finally gets to the original Donkey Kong bit. You have to pull a lever on an arcade machine.
[22:25.870 --> 22:27.690]  And you have to watch that cut scene every time you try it.
[22:27.950 --> 22:33.050]  And I was watching him eat shit at original Donkey Kong over and over and over again.
[22:33.110 --> 22:36.730]  Even to the point where I got Meg. I went and got her. I was like, you got to watch this.
[22:36.790 --> 22:39.910]  He's trying to beat this. He's trying to beat like four levels of original Donkey Kong.
[22:40.250 --> 22:43.790]  And at one point he got so far and we were both like on the edge of our seats.
[22:43.930 --> 22:46.550]  We're like, oh, he's going to do it. And then he ate it right at the end.
[22:46.550 --> 22:52.490]  Like for some reason, walked into Donkey Kong as Mario. Just like walked into his ass and died.
[22:52.990 --> 22:55.930]  And I immediately was like, oh, he's going to be pissed at that.
[22:56.170 --> 23:00.510]  And immediately on the stream, it comes out of the arcade machine back to 3D Donkey Kong.
[23:00.670 --> 23:04.550]  And he just starts slapping the shit out of the machine and throwing grenades at it.
[23:04.650 --> 23:07.310]  So I was like, oh, he's definitely pissed off.
[23:08.110 --> 23:12.510]  They don't explain how to beat Donkey Kong. They just introduce an entirely new mechanic.
[23:12.750 --> 23:15.010]  And I thought, well, maybe I need to interact with him in some way.
[23:15.010 --> 23:17.990]  But you don't. You just die immediately. Back to the beginning.
[23:18.510 --> 23:22.230]  I was playing Donkey Kong while I believe you're watching The Hobbit, Gavin.
[23:22.350 --> 23:26.530]  And I think you may have finished The Hobbit before I beat the Donkey Kong thing.
[23:26.730 --> 23:32.110]  I was going to finish The Hobbit, but in the end I just paused The Hobbit because I thought what you were doing with Donkey Kong was more entertaining.
[23:33.030 --> 23:38.150]  I did it. It took like, what, two hours? I think I played that for at least two hours straight.
[23:38.230 --> 23:41.690]  I was very impressed. I've never had the patience to get past that bit.
[23:41.850 --> 23:43.890]  It's a good game, but it's not a good game.
[23:43.890 --> 23:49.990]  At the time, I could see why. I said to Gavin, it's like the cookie dough ice cream of video games.
[23:50.350 --> 23:57.430]  Or it's like your favorite if you played it as a kid, but then once you learn what good things taste like and become sensible as an adult, you can't go back to it.
[23:57.630 --> 24:03.550]  I feel like being an adult is people telling you that the stuff you like, in fact, isn't very good.
[24:04.030 --> 24:08.350]  Like you with Donkey Kong, Geoff, obviously, with telling me that Ace Ventura 2 isn't good.
[24:08.810 --> 24:11.930]  And just people just tearing down your childhood pleasure.
[24:11.930 --> 24:14.590]  I still like cookie dough ice cream.
[24:14.670 --> 24:15.270]  Yeah, it's not bad.
[24:15.410 --> 24:16.510]  When was the last time you had it?
[24:16.630 --> 24:19.010]  Uh, well, we have something in Austin.
[24:19.870 --> 24:24.530]  We have HEB. Our grocery store has ice cream and they have something called cookie two-step.
[24:24.810 --> 24:29.150]  And I have it all the time. It's half cookie dough and then half like Oreo ice cream.
[24:29.330 --> 24:32.190]  But that's a different thing. You're just talking about a different ice cream flavor.
[24:32.410 --> 24:33.790]  But half of it is cookie dough.
[24:33.930 --> 24:36.150]  Yeah, but there's a different fucking flavor. What do you mean?
[24:36.290 --> 24:37.970]  That's not, you can't, those don't correlate.
[24:38.090 --> 24:40.970]  It's both. It's cookie two-step. Half of it is cookie dough.
[24:40.970 --> 24:41.810]  It's not mixed.
[24:42.170 --> 24:43.350]  You eat half of the time?
[24:43.810 --> 24:45.930]  No, I like both, so I eat both at the same time.
[24:45.950 --> 24:46.710]  Yeah, that's what I'm saying.
[24:46.710 --> 24:47.530]  The point is I like cookie dough ice cream.
[24:47.530 --> 24:48.390]  You're no longer eating...
[24:48.390 --> 24:55.490]  If the goddamn other kind of, if the other step in the two-step wasn't there, I would be just as happy eating the cookie dough.
[24:55.610 --> 24:57.990]  I don't know about that. It's a very basic ice cream.
[24:58.130 --> 25:07.070]  I think if I wasn't fucking keto right now, I would go buy some right now and film a video of me eating a carton of cookie dough ice cream with a fucking smile.
[25:07.230 --> 25:08.630]  I gotta try that. Sounds good.
[25:08.630 --> 25:10.630]  It is good. It's fucking super good. It's H-E-B, baby.
[25:11.070 --> 25:16.550]  Or if it's not H-E-B, it's either H-E-B or it's the other one, Blue Bell. I can't remember.
[25:16.930 --> 25:18.330]  The one with the...
[25:18.770 --> 25:19.130]  Botulism.
[25:19.490 --> 25:19.610]  Yeah.
[25:21.590 --> 25:25.230]  If that's where you're going with that, yeah. It's one of the two.
[25:28.010 --> 25:30.370]  So you don't like Donkey Kong 64, huh?
[25:30.630 --> 25:36.690]  It's a bad game. If you're a kid, it would be great. It has things in it that are really impressive for the time, but playing in 2020, it's not great.
[25:36.690 --> 25:48.310]  I mean, mostly I was just blown... because I was just thrown out like, oh, maybe you could beat it before we next record. And suddenly you're playing it. It's like, it takes like 30 hours to beat the thing. I've just ruined your week, by the sounds of it.
[25:48.330 --> 25:53.630]  Yeah, I was mad at you. It's very easy to get me to do something. You said, I challenge you to do it. And I was like, yeah, I'll do it.
[25:53.990 --> 25:57.350]  We didn't even do it for any prize or any money or anything. You're just doing it.
[25:57.350 --> 26:11.110]  Yeah, there's no stakes. You said, I challenge you to do it. I'm like, okay, sure. And then I looked at how long to beat, which Eric posted, and it's like a 28 hour game. I think I just said, you fuck, and I sent you a screenshot of like the average playthrough time.
[26:11.390 --> 26:14.550]  It's a 28 hour game, but not the way you would have played it, when you're racing that beetle.
[26:15.570 --> 26:21.830]  Fucking beetle. There's a slide, Geoff, where you have to beat this beetle and get 50 coins, and it just is terrible. It's impossible.
[26:22.290 --> 26:25.090]  Yeah, I wouldn't know. I've never even owned a 64.
[26:25.410 --> 26:26.070]  It's a great console.
[26:26.070 --> 26:27.710]  I guess. I don't know.
[26:27.890 --> 26:32.050]  Mario Party? Come on, but the first two Mario Parties are so good. Great games.
[26:32.130 --> 26:33.210]  Those are good games, for sure.
[26:33.570 --> 26:36.350]  Classics. No Donkey Kong 64 you could skip.
[26:36.490 --> 26:47.150]  I was actually kind of mad at you over the break a little bit, Andrew, because you texted me out of the blue for no other reason than to just tell me everything I thought about Fruit was wrong.
[26:48.130 --> 26:48.990]  Oh, yeah.
[26:48.990 --> 26:59.850]  I got so annoyed, and I felt so dumb, and I was just getting mad and belligerent at you, and then I would just be wrong every time. It was like every time I was wrong, and I just felt... it made me madder and more belligerent.
[26:59.930 --> 27:01.610]  Maybe we should find that text conversation.
[27:01.910 --> 27:08.290]  I don't remember every aspect of it, but yeah, I said something, and Geoff called me an idiot for asking, and I was right.
[27:08.390 --> 27:11.490]  He was like, is a fruit a banana? And I'm like, of course it is, you idiot. Stop.
[27:12.010 --> 27:14.290]  No, it's a banana berry.
[27:14.490 --> 27:18.590]  Banana berry, that's it. And I'm like, of course it's not, you moron. And apparently it is.
[27:18.590 --> 27:22.270]  That was my reaction too, and so then I put it in to see, because there are things...
[27:22.270 --> 27:24.990]  And then strawberries aren't berries!
[27:25.370 --> 27:26.270]  It's very confusing.
[27:26.790 --> 27:28.130]  Blackberries aren't berries!
[27:28.530 --> 27:36.690]  People call me crazy, and that I'm like an alien? The world just doesn't make sense. I don't think it's a me issue. Labeling of things makes zero sense at all.
[27:36.690 --> 27:46.450]  I remember the basis of that argument was that you were saying whether a banana would want to be considered a berry or not.
[27:46.650 --> 27:52.550]  And my argument was that a banana is a big enough thing on its own, it's surpassed berrydom.
[27:52.890 --> 27:56.210]  It's bigger. It's like Justin Timberlake and NSYNC, right?
[27:56.430 --> 28:00.350]  The berries are NSYNC. Blackberries, blueberries, raspberries, those are NSYNC.
[28:00.770 --> 28:02.810]  And a banana is Justin Timberlake.
[28:03.270 --> 28:06.530]  Yeah, he's a part of NSYNC, but he's got a much bigger career on his own.
[28:06.870 --> 28:12.630]  And if he ever goes back and hangs out with the other berries, it's only to help them make a little bit of money because they're not doing as well as him.
[28:12.850 --> 28:14.770]  NSYNC is like a berry smoothie.
[28:15.010 --> 28:17.390]  Because you always get banana in that for some reason.
[28:17.650 --> 28:17.810]  Yeah.
[28:17.970 --> 28:19.230]  I guess because banana's a berry.
[28:19.450 --> 28:21.050]  I think you're overrating the banana.
[28:21.270 --> 28:24.610]  No, I think bananas on their own, they're a whole industry, man.
[28:24.830 --> 28:25.510]  In what sense?
[28:25.750 --> 28:26.490]  They're iconic.
[28:26.730 --> 28:27.570]  In what way?
[28:28.010 --> 28:28.370]  Bananas?
[28:28.650 --> 28:29.010]  Yeah.
[28:29.170 --> 28:32.630]  You don't think a banana is a bigger thing than all other berries put together?
[28:32.970 --> 28:34.370]  You mean like in literal size?
[28:34.530 --> 28:35.150]  Like in dollars?
[28:35.510 --> 28:37.870]  No, like in notoriety and fame.
[28:40.050 --> 28:40.410]  Notoriety?
[28:40.790 --> 28:44.170]  What are you tracking, that it has a Gwen Stefani song?
[28:44.310 --> 28:45.930]  When you think of a monkey, what do you think of?
[28:45.990 --> 28:46.730]  You think of a banana.
[28:47.090 --> 28:48.770]  When you think of people slipping, what do you think of?
[28:48.990 --> 28:49.910]  You think of a banana.
[28:51.170 --> 28:52.210]  I don't think of a banana.
[28:52.210 --> 28:54.330]  It has more screen time than the other berries.
[28:54.330 --> 28:57.130]  Yeah, it has way more star power than the other berries.
[28:57.490 --> 28:59.090]  Banana's Justin Timberlake, that's all I'm saying.
[28:59.310 --> 29:01.370]  Donkey Kong gets health by eating watermelons.
[29:01.770 --> 29:02.230]  Not bananas.
[29:02.670 --> 29:04.010]  Very confusing. It's a curveball.
[29:04.170 --> 29:04.770]  You wouldn't expect that.
[29:05.130 --> 29:07.690]  But he's off to bananas the whole time.
[29:07.830 --> 29:09.110]  He collects them. Doesn't eat them.
[29:09.230 --> 29:11.570]  So what's a gooseberry? Is that a berry?
[29:12.130 --> 29:12.770]  I have no idea.
[29:13.030 --> 29:15.290]  Nothing called berry is a berry, apparently.
[29:15.570 --> 29:17.670]  I was thinking about where does the goose come from?
[29:17.730 --> 29:19.070]  Why is there goose in gooseberry?
[29:19.310 --> 29:20.310]  That's what was confusing me.
[29:20.310 --> 29:21.530]  How do we get the goose?
[29:21.830 --> 29:23.190]  Where's the straw in a strawberry?
[29:24.470 --> 29:26.430]  Once again, that's another good question.
[29:26.570 --> 29:28.110]  I can't argue blueberry.
[29:28.410 --> 29:29.030]  That one's pretty obvious.
[29:29.610 --> 29:31.650]  This episode is brought to you by Corona.
[29:31.950 --> 29:34.450]  When you're on a beach with a nice cold Corona in hand,
[29:34.630 --> 29:35.910]  how can you not feel centered?
[29:36.110 --> 29:38.050]  But did you know you can get that vibe anywhere?
[29:38.270 --> 29:39.770]  That's because whether after work,
[29:39.830 --> 29:41.350]  at barbecues, or at a bar,
[29:41.550 --> 29:44.050]  with just a squeeze of lime, Corona brings you
[29:44.050 --> 29:45.210]  la playa mentality.
[29:45.730 --> 29:47.510]  Because while we all want the beach life,
[29:47.510 --> 29:50.070]  paradise doesn't always have palm trees.
[29:50.570 --> 29:52.470]  Corona. La playa awaits.
[29:52.750 --> 29:54.610]  Get yours at ordercorona.com.
[29:54.870 --> 29:55.570]  Relax responsibly.
[29:55.710 --> 29:58.130]  Corona Extra Beer. Imported by Crown Import Chicago, Illinois.
[29:59.330 --> 30:01.450]  For the McLaren Formula One team,
[30:01.830 --> 30:02.890]  speed is everything.
[30:03.410 --> 30:05.670]  When every second counts, there's no time
[30:05.670 --> 30:06.470]  to dig through data.
[30:07.490 --> 30:09.570]  Dropbox Dash finds what you need fast
[30:09.570 --> 30:11.070]  across all your work apps,
[30:11.250 --> 30:13.450]  so you can focus on what matters.
[30:14.290 --> 30:15.370]  Less busy work,
[30:15.370 --> 30:17.430]  more breakthroughs.
[30:17.970 --> 30:19.530]  High-performing teams
[30:19.530 --> 30:21.210]  rely on high-performing tools
[30:21.210 --> 30:22.670]  like Dropbox Dash.
[30:24.290 --> 30:24.970]  Learn more at
[30:24.970 --> 30:27.670]  Dropbox.com backslash McLaren F1.
[30:29.310 --> 30:30.770]  Your burger is served.
[30:31.150 --> 30:33.810]  And this is our finest Pepsi Zero Sugar.
[30:34.210 --> 30:35.390]  Its sweet profile
[30:35.390 --> 30:37.430]  perfectly balances the savory notes
[30:37.430 --> 30:37.930]  of your burger.
[30:38.210 --> 30:40.190]  That is one perfect combination.
[30:42.030 --> 30:43.930]  Burgers deserve Pepsi.
[30:49.320 --> 30:50.120]  These days,
[30:50.260 --> 30:52.120]  it feels like online shopping is the only
[30:52.120 --> 30:54.200]  shopping we really do. That's where today's
[30:54.200 --> 30:56.020]  sponsor, Honey, comes in. It's the
[30:56.020 --> 30:58.140]  free browser extension that scours the internet
[30:58.140 --> 31:00.120]  for promo codes and automatically tests
[31:00.120 --> 31:02.200]  them when you're checking out. Honey's basically
[31:02.200 --> 31:04.020]  your online shopping best friend.
[31:04.500 --> 31:06.140]  Here's how it works. Get Honey
[31:06.140 --> 31:08.080]  on your computer for free in two easy
[31:08.080 --> 31:10.020]  clicks. Then, when you're checking out
[31:10.020 --> 31:11.980]  on one of the over 30,000 supported
[31:11.980 --> 31:14.160]  sites... I wonder how many online
[31:14.160 --> 31:16.120]  shops I've bought from in my life. I bet it's
[31:16.120 --> 31:18.180]  not 30,000. But I bet they've
[31:18.180 --> 31:19.940]  all been within that 30,000. Anyway,
[31:20.240 --> 31:22.060]  Honey pops up, and all you have to do
[31:22.060 --> 31:24.180]  is click Apply Coupons. Wait a few
[31:24.180 --> 31:26.140]  seconds as Honey searches for the coupons on that
[31:26.140 --> 31:28.060]  site, and then if it
[31:28.060 --> 31:29.800]  finds one, it's all like, bingo!
[31:30.180 --> 31:32.220]  It'll apply the best one to your cart, and
[31:32.220 --> 31:34.160]  you can apply the savings to your life.
[31:34.580 --> 31:36.180]  Honey's found its over 17
[31:36.180 --> 31:37.900]  million members, more than 2
[31:37.900 --> 31:39.420]  billion dollars in savings.
[31:40.000 --> 31:41.840]  It supports all kinds of great retailers,
[31:42.120 --> 31:44.260]  from tech and gaming sites, to fashion
[31:44.260 --> 31:45.940]  brands, to even food delivery.
[31:46.320 --> 31:48.180]  And it's simple. If you have a computer,
[31:48.600 --> 31:50.240]  Honey should be on it. It's free, and it
[31:50.240 --> 31:52.100]  works with whatever browser you use. You can get
[31:52.100 --> 31:53.880]  Honey free today at
[31:53.880 --> 31:55.940]  joinhoney.com slash face.
[31:56.160 --> 31:58.460]  That's joinhoney.com slash
[31:58.460 --> 32:00.160]  F-A-C-E. Don't forget
[32:00.160 --> 32:01.800]  the face, so they know we sent you.
[32:02.120 --> 32:04.220]  And thanks to Honey for supporting today's episode.
[32:04.780 --> 32:05.820]  I hope they don't regret it.
[32:06.200 --> 32:08.040]  What is HelloFresh? Well,
[32:08.520 --> 32:10.120]  I'll tell you what it is. With it,
[32:10.300 --> 32:12.120]  you get fresh, pre-measured ingredients
[32:12.120 --> 32:14.000]  and mouth-watering, which is the
[32:14.000 --> 32:16.200]  favorite way to have a
[32:16.200 --> 32:17.680]  mouth, is for it to be watering.
[32:18.120 --> 32:19.820]  It's its best state.
[32:20.120 --> 32:21.980]  It's the mouth's preferred
[32:21.980 --> 32:24.200]  state, is to be mouth-watering. Seasonal
[32:24.200 --> 32:25.720]  recipes delivered right to your door.
[32:26.080 --> 32:28.140]  HelloFresh, I assume you have a door. Most people
[32:28.140 --> 32:30.020]  have a door. If you don't, they'll deliver
[32:30.020 --> 32:32.220]  it to the closest thing to a door
[32:32.220 --> 32:34.220]  that you have. They let you skip
[32:34.220 --> 32:35.920]  those long trips to the grocery store
[32:35.920 --> 32:37.860]  that nobody likes, especially
[32:37.860 --> 32:39.940]  in today's world. They make home cooking
[32:39.940 --> 32:42.200]  easy, fun, and affordable. And
[32:42.200 --> 32:43.860]  that's why it's America's number
[32:43.860 --> 32:46.040]  one meal kit. You know how many
[32:46.040 --> 32:48.140]  people get to say that? Only one.
[32:48.620 --> 32:50.080]  HelloFresh. Good for them.
[32:50.500 --> 32:51.820]  The thing for me is variety.
[32:52.000 --> 32:54.140]  I get bored easily, and that's where HelloFresh
[32:54.140 --> 32:55.960]  is super convenient because they
[32:55.960 --> 32:58.020]  have more than 23 recipes
[32:58.020 --> 32:59.760]  each week to choose from
[32:59.760 --> 33:01.500]  with a wide range of flavors.
[33:01.820 --> 33:03.980]  You know me, I'm a flavor connoisseur.
[33:04.400 --> 33:05.740]  So all different kinds of cuisines
[33:05.740 --> 33:07.940]  and ingredients. So boredom is not
[33:07.940 --> 33:09.620]  an issue. I also am
[33:09.620 --> 33:11.820]  always trying to eat healthier, especially as I get
[33:11.820 --> 33:13.920]  older, and it gets harder and
[33:13.920 --> 33:15.080]  harder to shake off the weight.
[33:16.100 --> 33:17.960]  And luckily, it's never been
[33:17.960 --> 33:19.880]  easier thanks to them because they have low-cal, they
[33:19.880 --> 33:21.980]  have carb smart, they have vegetarian, they have pescatarian
[33:22.560 --> 33:24.020]  for all you fish lovers out there.
[33:24.600 --> 33:26.200]  And no matter what you choose,
[33:26.440 --> 33:27.940]  every single recipe is
[33:27.940 --> 33:29.540]  packed with fresh produce
[33:29.540 --> 33:31.980]  sourced directly from the farmers and not
[33:31.980 --> 33:33.920]  the oil companies. So cut down on your
[33:33.920 --> 33:35.700]  grocery bills and food waste. HelloFresh
[33:35.700 --> 33:37.480]  offers pre-portioned
[33:37.480 --> 33:39.680]  ingredients so you're not overbuying, which is
[33:39.680 --> 33:41.660]  a burden on the planet and your wallet.
[33:42.180 --> 33:43.780]  Go to hellofresh.com
[33:43.780 --> 33:45.200]  slash face10
[33:45.200 --> 33:47.300]  and use code face10
[33:47.300 --> 33:49.480]  for 10 free meals, including
[33:49.480 --> 33:51.660]  free shipping. I see what they did there.
[33:51.800 --> 33:53.580]  10 free meals for the
[33:53.580 --> 33:54.440]  10 at the end of face.
[33:55.020 --> 33:57.420]  Well, hellofresh.com
[33:57.420 --> 33:59.100]  slash F-A-C-E 10.
[33:59.580 --> 34:01.620]  That's hellofresh.com slash face
[34:01.620 --> 34:03.580]  10. America's number one
[34:03.580 --> 34:05.700]  meal kit, according to America.
[34:07.660 --> 34:09.780]  We've had a lot of food-related
[34:09.780 --> 34:11.420]  conversations. Andrew, are you hungry?
[34:11.860 --> 34:13.700]  Are you just hungry? No, I didn't bring this up.
[34:13.780 --> 34:15.240]  You were talking to me about what the best
[34:15.240 --> 34:17.140]  food to faint into would be.
[34:17.520 --> 34:19.580]  Yeah, we had a whole conversation, Geoff,
[34:19.640 --> 34:21.640]  that we had a few things that we'd like
[34:21.640 --> 34:23.740]  you to kind of solve or get your opinion on
[34:23.740 --> 34:24.900]  part of our text conversation.
[34:25.280 --> 34:27.560]  We're talking about if you were gonna
[34:27.560 --> 34:29.580]  pass out while eating at a dinner
[34:29.580 --> 34:31.640]  table, let's say. Assuming you're at a restaurant
[34:31.640 --> 34:33.640]  specifically, and you're
[34:33.640 --> 34:35.480]  going face first, and you know
[34:35.480 --> 34:37.600]  there's nothing you can do, you just gotta pick a
[34:37.600 --> 34:39.580]  spot to land, like the plane is crashing, you
[34:39.580 --> 34:41.700]  gotta land somewhere. What would you
[34:41.700 --> 34:43.580]  ideally hope was on the plate
[34:43.580 --> 34:45.740]  for you to land on? To sustain the
[34:45.740 --> 34:47.080]  least damage. Easy.
[34:47.500 --> 34:48.440]  Loaf of bread.
[34:48.780 --> 34:51.420]  Who just has a loaf of bread on their plate?
[34:52.400 --> 34:53.640]  There's always a loaf of
[34:53.640 --> 34:54.800]  bread in the middle of the table.
[34:55.600 --> 34:57.360]  You're like sat at your...
[34:57.360 --> 34:59.200]  You do not have the reach.
[34:59.200 --> 35:01.220]  You don't have time to leap forward
[35:01.220 --> 35:02.820]  like a salmon and land on
[35:02.820 --> 35:03.840]  a loaf of bread.
[35:04.700 --> 35:07.240]  If I don't have time to leap over the salmon, then I'll
[35:07.240 --> 35:08.020]  go with...
[35:11.300 --> 35:13.300]  I think a beef wellington would be
[35:13.300 --> 35:15.000]  soft. A beef wellington?
[35:15.060 --> 35:17.220]  That's very specific. Well, it's because
[35:17.220 --> 35:19.520]  it's got... it's multi-layered,
[35:19.640 --> 35:20.900]  right? So there's gonna be padding.
[35:21.400 --> 35:23.260]  You've got the beef in the middle, and that
[35:23.260 --> 35:25.300]  beef is gonna be tender because it's been cooked for a long
[35:25.300 --> 35:27.020]  time, so the beef's gonna be spongy and soft.
[35:27.020 --> 35:28.960]  Then you've got that duxelle or whatever
[35:28.960 --> 35:31.020]  layer around it, which is
[35:31.020 --> 35:33.100]  like mushrooms and shit, and that's gonna create
[35:33.100 --> 35:34.840]  a... even if it's like microscopic,
[35:35.020 --> 35:37.060]  a tiny little air pocket between
[35:37.060 --> 35:39.100]  them. And then on top of that, you put
[35:39.100 --> 35:41.040]  the... sometimes some parma ham
[35:41.040 --> 35:43.120]  or something around it, and that's another layer
[35:43.120 --> 35:45.020]  and ham's pretty soft. I think we all know that.
[35:45.260 --> 35:47.060]  And then on top of that, you
[35:47.060 --> 35:49.200]  put the pastry, the flaky
[35:49.200 --> 35:51.100]  pastry, and if I'm hitting...
[35:51.100 --> 35:53.300]  I'm not gonna complain about putting my face through pastry
[35:53.300 --> 35:55.040]  ever. I feel like
[35:55.040 --> 35:56.880]  you're at a juice risk with a
[35:56.880 --> 35:58.940]  beef wellington. You could hit a pocket of
[35:59.540 --> 36:00.900]  meaty, hot juice that could
[36:00.900 --> 36:02.900]  jet out into your face. You could?
[36:03.200 --> 36:05.100]  So, okay, it sounds like you guys have put a lot
[36:05.100 --> 36:07.180]  of thought into this. We have. What did you come up with?
[36:07.220 --> 36:09.060]  Well, it started because I once
[36:09.060 --> 36:10.640]  watched someone faint into
[36:10.640 --> 36:13.140]  tomato soup. It was a blood
[36:13.140 --> 36:14.740]  bath. That would be brutal.
[36:16.300 --> 36:17.080]  And Andrew was
[36:17.080 --> 36:19.200]  like, man, that must be the worst thing to faint into
[36:19.200 --> 36:21.100]  because you could drown
[36:21.100 --> 36:23.120]  in it. And burn yourself if it's hot,
[36:23.120 --> 36:25.300]  right? Yeah, that was my whole thing.
[36:25.420 --> 36:27.180]  Yeah, like, not only do you sustain the
[36:27.180 --> 36:29.380]  blow, there's no relief from the impact
[36:29.380 --> 36:31.220]  of hitting that bowl. You're then just
[36:31.220 --> 36:33.460]  in a hot bowl of liquid constantly
[36:33.460 --> 36:35.080]  burning you. Like a DPS.
[36:35.260 --> 36:37.440]  Like an RPG game. Like a Borderlands
[36:37.440 --> 36:37.960]  like weapon.
[36:39.440 --> 36:41.380]  Yeah, they're face down
[36:41.380 --> 36:43.080]  in the soup and you just see numbers
[36:43.080 --> 36:45.180]  appearing above their head over and over
[36:45.180 --> 36:47.220]  and over again. You don't get that with a
[36:47.220 --> 36:49.160]  loaf of bread. It's kind of what happened to Whitney Houston.
[36:49.420 --> 36:51.160]  I don't know what that means. What do you mean? She drowned in a
[36:51.160 --> 36:51.720]  hot bathtub.
[36:52.260 --> 36:55.120]  Not at all. How is that anything
[36:55.120 --> 36:57.080]  alike? Because she passed out
[36:57.080 --> 36:59.140]  and drowned in hot liquid.
[36:59.520 --> 37:00.860]  But that's not... we're talking
[37:00.860 --> 37:02.960]  tables. This is somebody passing out
[37:02.960 --> 37:05.220]  and drowning. You just said it's a drowning risk
[37:05.220 --> 37:07.220]  and that it would be hot. How is it any
[37:07.220 --> 37:08.960]  different? It is slightly
[37:08.960 --> 37:11.060]  more connected than your whole fucking
[37:11.060 --> 37:13.000]  eating two ice creams and calling it one
[37:13.000 --> 37:15.440]  but it's still ridiculous. If you're eating alone
[37:15.440 --> 37:17.100]  and you have some hot ass
[37:17.100 --> 37:18.720]  tomato soup and you pass out
[37:18.720 --> 37:20.420]  face first into the tomato soup
[37:20.420 --> 37:22.680]  you could drown and burn. Yeah but
[37:22.680 --> 37:24.620]  Geoff, if somebody gave you tomato soup
[37:24.620 --> 37:26.760]  would you ever say this reminds me of Whitney Houston?
[37:27.100 --> 37:28.100]  Like it's such a leap.
[37:28.540 --> 37:30.220]  I don't think it's a leap.
[37:30.420 --> 37:32.620]  I would never connect to this. It's like watching
[37:32.620 --> 37:34.880]  a kid fall into a pond and drown
[37:34.880 --> 37:37.000]  and be like man I want some tomato soup.
[37:38.920 --> 37:40.440]  I don't think
[37:40.440 --> 37:42.520]  those two things are alike at all because
[37:42.520 --> 37:44.640]  I'm not eating tomato
[37:44.640 --> 37:46.580]  soup and then thinking I want to see Whitney Houston
[37:46.580 --> 37:48.240]  drown. Like there's
[37:48.240 --> 37:50.720]  very false equivalencies there between
[37:50.720 --> 37:52.660]  like I... yeah no no I think you're
[37:52.660 --> 37:54.820]  way off base. I think that the two dangers
[37:54.820 --> 37:56.800]  of passing out into tomato soup
[37:56.800 --> 37:58.620]  are the exact same dangers
[37:59.280 --> 38:00.580]  that befell Whitney Houston.
[38:00.980 --> 38:02.040]  I don't see how you don't see that.
[38:02.480 --> 38:04.160]  It's just a weird connection to make.
[38:04.300 --> 38:06.740]  It's the only person I can think of that died by drowning
[38:06.740 --> 38:08.500]  in something hot. If it was anybody
[38:08.500 --> 38:10.720]  else I would have said them. You know it was hot.
[38:10.820 --> 38:12.240]  Yeah she got like second degree burns.
[38:12.440 --> 38:14.200]  It was like scalding hot. Oh Jesus Christ. Yeah it was brutal.
[38:14.200 --> 38:16.180]  To be fair I think the head
[38:16.180 --> 38:18.200]  landing in the soup bowl actually displaced
[38:18.200 --> 38:20.240]  most of the soup. You can drown
[38:20.240 --> 38:21.860]  in a teacup of water they say.
[38:22.100 --> 38:23.760]  A teacup? Or a teaspoon of water.
[38:25.580 --> 38:28.540]  If you can drown in a teaspoon you can definitely drown in a teacup.
[38:28.820 --> 38:29.960]  What if it's one of the ones at Disney World?
[38:30.100 --> 38:31.620]  Disneyland. Those things are huge. Andrew
[38:32.020 --> 38:34.180]  challenged me to pick a food that would be perfect to faint into
[38:34.180 --> 38:35.700]  and I think my
[38:36.440 --> 38:37.240]  suggestion was
[38:37.960 --> 38:40.240]  sponge cake. It was but I felt
[38:40.240 --> 38:42.200]  like that was cheating. I felt like that was like
[38:42.200 --> 38:44.360]  when you're playing a game of you meet a genie
[38:44.360 --> 38:46.160]  and you get three wishes and saying one of your wishes
[38:46.160 --> 38:48.080]  is more wishes. I technically
[38:48.080 --> 38:50.180]  could do that but it's like a cheat. I think you're
[38:50.180 --> 38:51.880]  just telling me that's the perfect answer.
[38:52.060 --> 38:54.220]  No I gave you an even better answer. I initially
[38:54.220 --> 38:56.140]  said that the mashed potato is the
[38:56.140 --> 38:58.180]  crash pad of the food world. Like it's
[38:58.180 --> 39:00.040]  such a perfect thing to land into. Not at all.
[39:00.140 --> 39:02.100]  And Gavin disagreed. You
[39:02.100 --> 39:04.200]  disagreed too. I think that's crazy. I think it's
[39:04.200 --> 39:06.140]  such a good food to land into. No I think
[39:06.140 --> 39:08.160]  that's bad as well. Mashed is hot and also
[39:08.160 --> 39:10.260]  if you've got it in a bowl you could drown in it.
[39:10.260 --> 39:12.420]  And if you've got it on a plate your face
[39:12.420 --> 39:14.280]  will just displace it all and you just
[39:14.280 --> 39:16.160]  hit the plate. He's right. There's no
[39:16.760 --> 39:17.960]  structure to mash but listen
[39:17.960 --> 39:20.240]  I'm a fucking huge fan of mashed potatoes.
[39:20.360 --> 39:21.220]  I love them to death.
[39:22.200 --> 39:23.780]  There's no way you're a bigger potato guy.
[39:24.500 --> 39:26.240]  100% way I'm bigger. I could
[39:26.240 --> 39:28.200]  easily eat you under the table in
[39:28.200 --> 39:30.860]  mashed potatoes. No chance. 100%.
[39:30.860 --> 39:31.540]  I don't even care.
[39:32.080 --> 39:34.340]  I could eat mashed potatoes
[39:34.340 --> 39:35.900]  while doing the
[39:35.900 --> 39:37.800]  fucking sewing machine
