[00:05.180 --> 00:06.480]  Previously on F*** Face.
[21:12.070 --> 21:14.210]  You really want koozies to happen.
[21:14.270 --> 21:15.270]  We made one, didn't we?
[21:15.930 --> 21:18.250]  We had the weirdest collection.
[21:18.930 --> 21:26.030]  We had a Vancouver child kicker koozie that you could buy by itself or a pack of four that didn't have that one in it.
[21:26.030 --> 21:27.390]  It was removed from that.
[21:27.590 --> 21:34.210]  I don't know why we sold one by itself and then four as a group that didn't include one of the ones that was by itself.
[21:34.990 --> 21:35.430]  Madness.
[21:36.150 --> 21:39.290]  Yeah, I don't begin to know how to answer that question.
[21:40.090 --> 21:43.050]  I will say, I didn't have an issue.
[21:43.550 --> 21:49.710]  My premise, Gavin, my issue with your shirt haver shirt isn't that it shouldn't exist.
[21:50.070 --> 21:53.570]  It was that you framed it as in this is a market we need to cater to.
[21:53.570 --> 21:56.050]  That is the absurdity of your statement.
[21:56.150 --> 21:58.190]  I don't know how they end up on the store.
[21:58.370 --> 21:59.970]  I don't know how they find the show.
[22:00.490 --> 22:03.730]  Who is that person that you're trying to aim that product to?
[22:03.910 --> 22:06.490]  As a joke, as like a dumb thing, hilarious.
[22:07.030 --> 22:10.850]  But you treated it like you were tapping into an audience that we didn't have.
[22:12.030 --> 22:12.850]  That was my issue.
[22:15.850 --> 22:17.750]  You know, I'm mostly on your side with this.
[22:18.110 --> 22:20.190]  It seems to have a broad appeal.
[22:21.290 --> 22:22.250]  I mean, Meg likes it.
[22:23.110 --> 22:25.910]  She's neither a comment leaver or a regulation listener.
[22:26.090 --> 22:31.710]  Although, she is a comment leaver on other podcasts, which I found to be insane.
[22:32.230 --> 22:32.730]  What?
[22:33.150 --> 22:36.350]  She's left comments on other podcasts.
[22:36.870 --> 22:39.050]  So she's a comment leaver, but just not for us.
[22:39.630 --> 22:42.110]  I don't know if I should be offended or what.
[22:42.370 --> 22:43.290]  That's interesting.
[22:44.510 --> 22:47.250]  I do feel like shirt haver is a...
[22:47.250 --> 22:48.330]  Well, why doesn't she leave...
[22:48.330 --> 22:49.230]  Okay.
[22:49.230 --> 22:50.970]  What podcast?
[22:53.710 --> 22:56.570]  Do you feel comfortable saying it on our podcast?
[22:57.390 --> 22:59.410]  Yeah, I think it was the last podcast on the left.
[22:59.790 --> 23:00.690]  I don't like them anymore.
[23:00.970 --> 23:02.050]  Or maybe the dollop.
[23:02.470 --> 23:03.410]  I don't like them anymore.
[23:03.470 --> 23:04.010]  Those are her main go-tos.
[23:04.510 --> 23:06.190]  You want Meg to listen to this?
[23:06.910 --> 23:09.050]  Oh, I'm totally happy with her never listening to this.
[23:09.530 --> 23:10.630]  That's how I feel.
[23:10.990 --> 23:15.790]  I think about the discomfort it could cause Gavin.
[23:16.330 --> 23:17.770]  And that feels like an opportunity.
[23:17.770 --> 23:21.950]  My main thing is that I really enjoy telling her the highlights of it.
[23:22.190 --> 23:23.570]  I really enjoy filling her in.
[23:23.690 --> 23:25.470]  If she's like, yeah, I know.
[23:25.830 --> 23:26.890]  Then it's not...
[23:26.890 --> 23:31.730]  I will say it makes dinners more fun because we always have a lot to talk about.
[23:32.230 --> 23:32.410]  Yeah.
[23:32.850 --> 23:33.070]  Yeah.
[23:34.370 --> 23:39.170]  I do think a shirt haver is a funnier shirt than an anal passage shirt, for sure.
[23:39.910 --> 23:41.290]  We gotta pull that down at some point.
[23:41.330 --> 23:42.130]  Maybe it's already down.
[23:42.230 --> 23:43.230]  No, we don't.
[23:43.350 --> 23:44.130]  Just leave it up forever.
[23:44.930 --> 23:45.870]  Leave it up forever.
[23:46.450 --> 23:47.330]  It's not our fault.
[23:47.330 --> 23:51.250]  I guess it is probably the best-selling F*** Face shirt of all time.
[23:51.290 --> 23:53.190]  It's the best shirt of the year.
[23:53.370 --> 23:54.490]  It's not even F*** Face.
[23:54.710 --> 23:55.970]  You can't pull it down.
[23:56.110 --> 23:57.390]  I'd love to, but it'd be dumb.
[23:57.390 --> 24:01.350]  I'm so happy and I'm so annoyed as well because it's not our best shirt.
[24:01.850 --> 24:03.050]  No, no, no.
[24:03.250 --> 24:04.650]  We've made some killer stuff.
[24:05.150 --> 24:07.670]  It's not even as funny as the other Jack shirt we made.
[24:09.370 --> 24:10.610]  The bald Jack shirt.
[24:11.210 --> 24:12.850]  Yeah, we made some really good stuff.
[24:14.190 --> 24:16.750]  It's also a parody of a parody.
[24:17.310 --> 24:17.830]  Yeah.
[24:18.830 --> 24:22.950]  It's the Universal Studios logo that says annual pass.
[24:23.090 --> 24:27.310]  And then we made a shirt that said anal passage.
[24:27.630 --> 24:30.130]  So really, it's like we're putting a hat on a hat here.
[24:30.530 --> 24:31.550]  People love it, man.
[24:33.810 --> 24:37.770]  Maybe we should only modify that shirt.
[24:37.950 --> 24:42.030]  We should just come up with what comes after anal passage, but we always put it in that design.
[24:44.190 --> 24:46.450]  You'll be able to see all our shirts slowly evolve.
[24:49.630 --> 24:57.270]  Hey, I caught myself doing one of the dumber things I've ever done, maybe in my life, last night.
[24:57.830 --> 24:59.470]  And here's the thing.
[24:59.930 --> 25:02.930]  I'm afraid I've been doing it for a couple weeks now and not realizing it.
[25:03.710 --> 25:04.350]  Oh, I can't wait.
[25:04.810 --> 25:05.670]  This is incredible.
[25:07.510 --> 25:18.910]  I'll start off by saying, you know, I kind of flutter between an agnostic and atheist in terms of my religious beliefs.
[25:19.570 --> 25:21.910]  And it is honestly something I think about.
[25:22.430 --> 25:24.590]  The closer to death you get, the more you think about it.
[25:24.610 --> 25:29.250]  The older I get, I find the more I think about this stuff, which is why I kind of bounce around between the two.
[25:29.250 --> 25:34.170]  But on occasion, I will pray at the end of the day, like in bed.
[25:36.170 --> 25:39.130]  Sometimes you just do it because you did it as a kid and you don't even realize you're doing it.
[25:39.330 --> 25:42.010]  And then I'll catch myself...
[25:42.510 --> 25:45.170]  When you're a kid, you have a pray mantra that you just say the same thing over and over.
[25:45.170 --> 25:46.630]  I'll catch myself praying for people that are dead.
[25:46.910 --> 25:48.770]  And I'm like, oh wait, my grandpa died 10 years ago.
[25:48.930 --> 25:49.650]  Stop praying for him.
[25:51.110 --> 25:52.890]  And I don't do it very often, just on occasion.
[25:53.170 --> 25:57.670]  But I have an extended family member who is going through an illness right now.
[25:57.670 --> 25:59.890]  And so he's been on my mind a lot.
[25:59.970 --> 26:03.990]  And so I've been thinking, whether it's bullshit or not, I'm going to put some good out in the world.
[26:04.110 --> 26:05.270]  Put some positive energy out there.
[26:05.350 --> 26:11.710]  So each night for the last couple of weeks, I've been praying that his treatment goes well.
[26:12.390 --> 26:14.010]  And I was doing it last night.
[26:14.090 --> 26:17.730]  And as I was doing it last night, I realized I was saying, dear Alexa.
[26:18.150 --> 26:20.230]  I was praying to Alexa in my head.
[26:20.790 --> 26:24.870]  And now I realize I'm pretty sure I've been saying Alexa this whole time.
[26:25.330 --> 26:26.910]  I'm pretty sure I've been praying to Alexa.
[26:26.910 --> 26:27.570]  Why?
[26:28.430 --> 26:29.610]  I don't know.
[26:29.730 --> 26:34.130]  I don't know, because I say hey Alexa a lot to talk to the robot in the house.
[26:34.470 --> 26:35.010]  What?
[26:36.190 --> 26:41.310]  So your brain is processing like you're leaving a note.
[26:41.510 --> 26:44.570]  Like you're talking to your automated device or whatever.
[26:46.310 --> 26:53.150]  You're so used to when you're doing a task to say Alexa first that it is now entered into your prayer.
[26:53.630 --> 26:54.330]  Yeah, 100%.
[26:54.330 --> 27:01.350]  I talk to Alexa more in the day than anybody else.
[27:02.830 --> 27:04.870]  My whole house is automated by Alexa.
[27:05.250 --> 27:06.610]  So we communicate constantly.
[27:07.210 --> 27:10.530]  And I think at night, I just have been going like...
[27:10.530 --> 27:13.890]  Because I caught myself doing it last night and I went, this doesn't feel like the first time I've done this.
[27:13.890 --> 27:14.810]  This felt way too familiar.
[27:15.350 --> 27:21.750]  I was just like, dear Alexa, please look after Millie and Emily and my mom and my grandma.
[27:22.530 --> 27:25.210]  Hey Alexa, full of grace, the Lord is with you.
[27:25.490 --> 27:26.610]  Yeah, I don't say it like that.
[27:27.830 --> 27:29.790]  It's always just like, dear Lord, you know.
[27:29.870 --> 27:31.850]  But I guess I've been saying dear Alexa or hey Alexa.
[27:32.870 --> 27:34.810]  Hey Alexa, open channels to God.
[27:40.250 --> 27:44.490]  I'm picturing you calling out to Heimdall to open the Blue Bifrost.
[27:48.150 --> 27:49.890]  Anyway, when I realized I did it,
[27:49.890 --> 27:53.790]  I had to get up and go to my phone and write the fucking note down.
[27:53.890 --> 27:56.610]  So I left my phone in the other room because I couldn't believe it.
[27:56.710 --> 27:58.350]  Do you have an Alexa in that room?
[27:58.790 --> 27:59.070]  Yeah.
[27:59.430 --> 28:01.190]  I wonder if it's picked up on any of that.
[28:01.230 --> 28:04.390]  I wonder if you go into your app, does it just have a load of prayer?
[28:04.690 --> 28:06.230]  Well, I don't pray out loud.
[28:06.490 --> 28:09.810]  It's not like I'm sitting with my knees at the bed praying.
[28:09.950 --> 28:11.210]  It's just like laying in bed on the pillow.
[28:11.250 --> 28:13.870]  And Alexa can't yet read your thoughts, so that's probably fine.
[28:14.330 --> 28:16.270]  To my knowledge, she does not currently read my thoughts.
[28:16.270 --> 28:22.330]  If this is happening with your prayer, this has to be happening in other areas, too.
[28:22.550 --> 28:24.390]  I'm just curious to what extent...
[28:24.790 --> 28:28.030]  Hey, Alexa has gone undetected by you.
[28:28.330 --> 28:34.270]  Oh, I mean, I definitely call my girlfriend and my daughter Alexa.
[28:36.770 --> 28:40.130]  Not every day, but more than once a week, probably.
[28:40.290 --> 28:40.570]  What?
[28:41.010 --> 28:41.390]  For sure.
[28:41.430 --> 28:44.470]  This podcast will be a nightmare for people playing it.
[28:44.470 --> 28:45.990]  I don't think that works anymore.
[28:46.370 --> 28:47.090]  It doesn't?
[28:47.630 --> 28:48.970]  I don't know, I think they fixed that somehow.
[28:49.490 --> 28:53.790]  Because it comes up in TV commercials and TV shows all the time, and it never triggers mine.
[28:54.550 --> 28:55.210]  Huh. Alright.
[28:56.670 --> 29:02.510]  This is so... it's like you have a deeper connection with Alexa than fucking Walking Phoenix and Her.
[29:03.090 --> 29:08.110]  You have this long-standing... you and Alexa, your best bud, Alexa.
[29:08.730 --> 29:14.370]  I will say, my girlfriend thinks that Alexa is noticeably nicer to me than her, and she is annoyed by it.
[29:14.370 --> 29:18.390]  But I'm very friendly to Alexa, so it makes sense that she would be friendly to me.
[29:18.510 --> 29:22.550]  I mean, be careful. Eventually, Alexa, Google Home, and Siri will all get together and leave.
[29:24.790 --> 29:29.050]  Well, I have nothing to do with Google Home or Siri. I'm an Alexa man.
[29:29.070 --> 29:30.350]  You don't fuck with Google Home?
[29:30.610 --> 29:35.390]  I don't fuck with Google Home. I know where my bread is buttered. It's buttered by Alexa.
[29:36.710 --> 29:43.350]  Anyway, I can't be the only person on Earth that's done this. Surely somebody else has done that.
[29:43.350 --> 29:51.270]  I mean, statistically, maybe, but not... I mean, that's a wild... that's an insane thing to do, Geoff.
[29:51.830 --> 29:55.490]  And I love it. I'm proud of you for sharing that.
[29:56.030 --> 30:04.310]  Hey, Alexa, what a fucking... and it... it's like the most personal thoughts, and you've tied it to Geoff Bezos.
[30:05.090 --> 30:11.810]  Alexa is the name that I say the most in the world when I shout out to the world when I want to speak to an inanimate object.
[30:11.810 --> 30:17.110]  So at night, when I'm half asleep and I'm speaking to the other inanimate object, I just got the names flipped.
[30:18.490 --> 30:26.530]  Sure. I guess it's logical, but it's just a wild mistake to make. I'm glad you noticed it.
[30:26.910 --> 30:28.750]  Yeah, I just wonder how long I've been doing it for.
[30:29.650 --> 30:31.330]  Oh, man. I love that so much.
[30:31.730 --> 30:32.890]  Just that it's all internal.
[30:33.850 --> 30:35.450]  Oh, 100% internal to it, yeah.
[30:39.830 --> 30:45.450]  With all the busyness that comes from day-to-day life, it can be tough to find time to focus on what really matters.
[30:45.830 --> 30:47.290]  Especially if you're running a business.
[30:47.850 --> 30:49.890]  When you run a business, time seems more precious.
[30:50.450 --> 30:56.590]  Every misplaced moment feels like a missed opportunity, a lost chance to make your business better, or even just a step away in recharge.
[30:57.230 --> 31:00.770]  ShipStation gives e-commerce sellers like you more time to do what they really love.
[31:01.090 --> 31:04.750]  Unless what you really love is managing every single little detail of order fulfillment.
[31:04.750 --> 31:10.670]  ShipStation automates time-intensive shipping processes so you can get back to focusing on bigger things,
[31:10.770 --> 31:15.070]  like developing new products, honing your marketing strategy, or interacting with customers.
[31:15.530 --> 31:18.790]  No wonder ShipStation is already trusted by over 100,000 sellers.
[31:19.390 --> 31:23.810]  With all the time I would save from ShipStation, I could dig so many beanholes it would be fantastic.
[31:24.330 --> 31:26.530]  All those manual shipping tasks eating up your time?
[31:26.950 --> 31:28.530]  ShipStation is really good at those.
[31:28.530 --> 31:34.470]  So let ShipStation handle all your shipping and handling, and get back to what you're good at, growing your business.
[31:34.990 --> 31:41.110]  It works with all your storefronts, Amazon, eBay, Etsy, and more, and lets you automate all the manual work that goes into shipping.
[31:41.510 --> 31:45.830]  You also get deeply discounted shipping rates normally reserved for Fortune 500 companies.
[31:46.290 --> 31:51.950]  You can easily compare carriers, rates, and delivery times, so it's easy to choose the best option for every shipping scenario.
[31:51.950 --> 31:58.630]  In fact, 98% of companies that use ShipStation for a year keep using it for as long as they're in business.
[31:59.190 --> 32:03.870]  It's time to let go of all those shipping tasks. ShipStation can do it better and faster.
[32:04.390 --> 32:10.990]  Sign up using promo code FACE for a free 60-day trial today at ShipStation.com and start saving time with every shipment.
[32:11.430 --> 32:15.190]  That's two whole months of shipping made quick and painless. And it's free to try.
[32:15.670 --> 32:20.710]  Just go to ShipStation.com, click on the microphone at the top of the page, and type in FACE.
[32:21.330 --> 32:23.250]  ShipStation. Make ship happen.
[32:23.770 --> 32:25.670]  This podcast is sponsored by BetterHelp.
[32:26.070 --> 32:29.650]  Life can be overwhelming and many people are burned out without even knowing it.
[32:30.030 --> 32:35.830]  Symptoms can include lack of motivation, feeling helpless or trapped, detachment, fatigue, and more.
[32:35.830 --> 32:43.390]  I have experienced burnout quite a few times in life for all sorts of reasons, whether it be personal or work.
[32:43.990 --> 32:48.730]  It can be really exhausting and it's just, it's tough. It's tough to do anything.
[32:48.730 --> 32:52.970]  And then that can kind of snowball into a bunch of other issues, at least in my experience.
[32:53.330 --> 32:56.190]  We associate burnout with work, but that's not the only cause.
[32:56.350 --> 32:59.030]  Any of our roles in life can lead us to feel burned out.
[32:59.450 --> 33:02.750]  And BetterHelp Online Therapy wants to remind you to prioritize yourself.
[33:02.750 --> 33:06.030]  Talking with someone can help you figure out what's causing stress in your life.
[33:06.650 --> 33:09.070]  Therapy is something that has been incredibly helpful to me.
[33:09.310 --> 33:11.810]  I mention it every time I do these ads.
[33:12.230 --> 33:15.910]  I had a lot of different issues happening in my personal life.
[33:16.530 --> 33:29.570]  I struggled with finding people to talk to and just being able to regularly discuss things that were going on really helped me unpack certain issues as well as just discover ways that I was being impacted that I didn't even realize.
[33:29.570 --> 33:32.570]  So if you're considering therapy, I would highly recommend it.
[33:32.830 --> 33:36.270]  It's something that has made a tremendous impact on my life.
[33:36.850 --> 33:41.690]  BetterHelp is customized online therapy that offers video, phone, and even live chat sessions with your therapist.
[33:41.690 --> 33:44.350]  So you don't have to see anyone on camera if you don't want to.
[33:44.890 --> 33:50.290]  It's much more affordable than in-person therapy, and you can be matched with a therapist in under 48 hours.
[33:50.870 --> 33:55.250]  F***face listeners get 10% off their first month at BetterHelp.com slash face.
[33:55.550 --> 33:59.730]  That's BetterH-E-L-P dot com slash face.
[34:01.130 --> 34:03.170]  I have a... I have a thing.
[34:03.750 --> 34:03.950]  Okay.
[34:06.050 --> 34:06.570]  Paste?
[34:07.810 --> 34:10.550]  Oh boy, I'm excited for this.
[34:11.910 --> 34:13.230]  Oh, Geoff, what's that?
[34:14.150 --> 34:15.190]  What does that look like, Geoff?
[34:15.190 --> 34:17.170]  So you need to... you need to tee this up.
[34:17.770 --> 34:19.590]  For the people that are just listening.
[34:19.590 --> 34:21.010]  It's like a video game clip.
[34:21.750 --> 34:22.770]  Video game clip.
[34:23.410 --> 34:26.610]  What game would you say that is, based off of the thumbnail that you're looking at, Geoff?
[34:26.910 --> 34:27.750]  Uh, hold on.
[34:28.510 --> 34:29.150]  Looks like Halo.
[34:29.710 --> 34:30.450]  Looks like Halo.
[34:30.930 --> 34:31.250]  Okay.
[34:33.750 --> 34:35.050]  Somebody took the lead.
[34:35.430 --> 34:38.470]  Can't really read it. Is it...
[34:38.470 --> 34:38.870]  Huh.
[34:40.730 --> 34:41.910]  I don't know. I don't know what I'm looking at.
[34:42.250 --> 34:44.210]  We're not a Halo podcast, so why am I looking at this?
[34:44.210 --> 35:01.030]  Well, what it might be, instead of a 13 year old 240p clip of my overkill, it might be a 4K remastered, all five views, full game video to prove my innocence to you damn skeptics.
[35:01.650 --> 35:05.410]  Are you, uh, are you still on that? Didn't we move on from that forever ago?
[35:06.190 --> 35:06.770]  Yeah, we did.
[35:06.770 --> 35:09.530]  I found my old original...
[35:09.530 --> 35:17.250]  I was looking for an Oblivion save, because I wanted to try and complete Oblivion, uh, was it 16 years after I put it down?
[35:17.530 --> 35:23.490]  And I found, on that same Xbox, my original overkill clip. The full clip.
[35:23.950 --> 35:27.910]  So now, that's the final piece of evidence I need to put out there.
[35:28.550 --> 35:33.850]  So does this, uh, does this exonerate you or prove your guilt? I can't even remember which way I went.
[35:34.110 --> 35:34.890]  I'll let you be the judge.
[35:38.990 --> 35:40.270]  It's such a great Geoff move.
[35:41.190 --> 35:50.990]  No, I just respect the move by you. You were so anti, he's cheated, he cheated, you're in the know, like, you're denying all evidence, and then everything's brought forward and you couldn't care less.
[35:51.230 --> 35:56.090]  Here's the thing, Geoff has known, Geoff has known since the day it happened that I did it for real.
[35:56.730 --> 35:59.310]  And, uh, and I know that for a fact.
[35:59.310 --> 36:04.430]  But now, now this is, now he cannot doubt it.
[36:04.890 --> 36:10.530]  I guess, uh, I mean, doesn't the video show the same shit that happened last time?
[36:11.070 --> 36:12.810]  Well, you can actually see it this time.
[36:13.070 --> 36:16.710]  Now you can see it, you can see everyone else in the game fighting the entire game.
[36:17.370 --> 36:26.670]  You see every perspective, the events that lead to the overkill. I feel like this is pretty damning, we can officially close the book on if Gavin cheated or not, I think this is definitive evidence.
[36:26.670 --> 36:34.910]  I'll say this, I'll say this, it's either evidence that he did it, or evidence that Gavin is a really good director, which we've known for a very long time.
[36:35.550 --> 36:36.650]  I don't, I don't know if I...
[36:36.650 --> 36:39.830]  Do you think I found the same people and got them to pop it out the same?
[36:40.610 --> 36:42.610]  No, I think you could have been directing them in the moment.
[36:43.250 --> 36:43.650]  Oh.
[36:45.030 --> 36:46.970]  Well, Nick's got a good point, I didn't even hire a lawyer.
[36:47.510 --> 36:55.470]  You would know, uh, you would know that you would need to do some work to make it look legitimate for Bernie and I to believe you.
[36:55.990 --> 37:02.470]  And so, but you know, at the end of the day, it doesn't really matter. You cheated, or maybe you didn't, I don't know.
[37:02.750 --> 37:03.170]  Yeah, maybe.
[37:03.650 --> 37:04.530]  A hundred years ago.
[37:04.650 --> 37:05.330]  Maybe I didn't.
[37:05.890 --> 37:06.650]  Maybe, I don't know.
[37:08.870 --> 37:11.910]  Well, I'm just putting it to bed. I'm just finalizing that storyline.
[37:12.330 --> 37:19.350]  Yeah, I think you put it to bed, you pulled it, you woke it up and brought it out of bed and took it into the living room and then made it talk for a little bit and now you're putting it back to bed.
[37:19.350 --> 37:25.110]  No, but now it's fully to bed. It was nodding off the last time we talked about it.
[37:25.490 --> 37:31.870]  It was left and I think there was still some wiggle room. I agree with Gavin, this is now definitively, the case is done.
[37:32.270 --> 37:37.070]  And we can move on to other Halo things. This isn't the only Halo thing we have to talk about.
[37:37.510 --> 37:41.630]  Gavin and I have been playing a little bit of Halo recently.
[37:41.630 --> 37:52.310]  I'm going to send you a clip, Geoff. I guess I'll upload it in our Slack. I will also upload these to, maybe I'll give a link on the Twitter account so people can watch these.
[37:52.550 --> 37:56.050]  Can I, do I have to actually watch it or can I pretend to watch it like the last one?
[37:56.270 --> 37:57.950]  You have to actually watch this one.
[37:58.310 --> 37:58.690]  Okay.
[37:59.090 --> 38:07.970]  But it's only like 12 seconds. So I'm going to send you a clip and I want you to tell me, based off of this clip, what do you think is happening here?
[38:07.970 --> 38:12.330]  And then I'll give you another clip after that, after you make a quick little guess.
[38:12.650 --> 38:15.810]  I'll have these up on the Twitter in some capacity so people can look at them.
[38:16.010 --> 38:16.530]  Here we go.
[38:17.330 --> 38:18.610]  Appears to be Halo.
[38:21.390 --> 38:23.090]  What the fuck just happened?
[38:24.130 --> 38:26.730]  So what would you guess happened based off of that clip?
[38:27.630 --> 38:30.070]  I think somebody shot somebody in the back of the head maybe?
[38:30.750 --> 38:31.890]  What am I supposed to see here?
[38:32.310 --> 38:38.250]  I was just curious what you think is going on. I'm going to send you another clip and you can make another guess as to what's happening.
[38:38.370 --> 38:42.890]  This is the second clip, also Halo, also very brief. We'll be up in the Slack in a moment. It is now up again.
[38:43.750 --> 38:48.690]  And then once you make this guess, we will go into, I think, the story of what is actually going on.
[38:49.650 --> 38:52.050]  So what would you say is happening based on that clip?
[38:53.530 --> 38:59.770]  Oh, I think maybe somebody's dropped their controller or they've got a rubber banded or something.
[38:59.970 --> 39:02.930]  Because they're just shooting in circles and running around looking like an idiot.
[39:03.410 --> 39:06.190]  So the clip is somebody shooting in circles running like an idiot.
[39:07.430 --> 39:13.430]  A few days ago, maybe like a week at this point, Gavin and I were playing Halo and somehow the topic came up
[39:13.870 --> 39:20.970]  about how hard it would be to get a kill in Tactical Slayer, which used to be SWAT, is now Tactical Slayer, blindfolded.
[39:20.970 --> 39:25.950]  How long would it take? How many games would it be? Is this a thing we could do, potentially?
[39:26.790 --> 39:31.530]  And I brought up, because Tactical Slayer now has a bunch of different guns within it, one of them being the Mangler.
[39:32.070 --> 39:34.950]  I was like, I think the Mangler would be toughest to do.
[39:35.390 --> 39:39.010]  Gavin said, I'll give you a thousand dollars if you can get a blindfolded Mangler kill.
[39:39.510 --> 39:45.070]  So we have been playing blind Halo Infinite, like one game, whatever we play.
[39:45.070 --> 39:51.270]  The first one we did, we load in. It's so funny to play Halo with only sound as your context,
[39:51.730 --> 39:56.890]  like trying to guess what level you are on based on what the floor sounds like, and how you're moving around,
[39:57.230 --> 40:00.750]  and trying to chase sound, and having no concept of what you're doing.
[40:01.230 --> 40:06.330]  So we played through our first game, and we both took our blindfolds off, and we had zero kills.
[40:06.490 --> 40:08.390]  We had zero of everything. We did absolutely nothing.
[40:08.710 --> 40:09.910]  I think I went 0 in 16.
[40:11.410 --> 40:15.730]  Yeah, he was like 0 in 16, I was like 0 in 18. It was bad. We're terrible.
[40:16.450 --> 40:21.270]  In Halo Infinite, there is a box that people can use to type and send messages to.
[40:21.850 --> 40:23.950]  What I first noticed was we didn't have any score.
[40:24.270 --> 40:28.270]  The second thing I noticed is that box was filled with text.
[40:28.710 --> 40:30.710]  And that's something you don't typically see.
[40:31.270 --> 40:36.690]  We had no idea. Our team hated us, to the point in which they were talking about it in the chat.
[40:36.690 --> 40:39.430]  As soon as we started, somebody was like,
[40:39.690 --> 40:42.930]  What are these fucking assholes doing? They're useless.
[40:43.750 --> 40:46.330]  And then I think someone from the other team replied,
[40:46.590 --> 40:49.490]  Hey, it's just a video game, man. Be cool.
[40:50.130 --> 40:53.270]  And then they saw that we just kept running in the walls, and they're like,
[40:53.330 --> 40:55.770]  No, these guys suck. Fuck these guys.
[40:56.150 --> 41:01.290]  We united the rest of our team and the other team into hating us,
[41:01.530 --> 41:05.010]  and they all reported us for, I guess, poor sportsmanship.
[41:05.430 --> 41:08.230]  Everyone was so mad at us. That was our first game.
[41:08.410 --> 41:11.270]  We deserved it. We did, but we were just having fun.
[41:11.490 --> 41:14.390]  It was goofy, and it's not ranked. It doesn't really matter.
[41:14.830 --> 41:18.070]  You were like, Oh, maybe we gotta kill. I think I hurt somebody. Maybe I hit someone.
[41:18.490 --> 41:25.170]  So to take the blindfold off and just see rage from everybody in the game aimed at us was very funny.
[41:25.870 --> 41:29.830]  We did the second game. The first clip you saw, Geoff, which was running,
[41:30.350 --> 41:33.810]  was me running into a wall and then running off the back of the map.
[41:33.810 --> 41:40.290]  And I ran off the back of the map, fell in the water, and I distinctly remember saying to Gavin,
[41:40.630 --> 41:44.110]  I found a river. What level has a river in it?
[41:44.350 --> 41:49.010]  The thing is, at the beginning, we don't even know which map we're on, so we can't even visualize where we are.
[41:49.430 --> 41:54.370]  I see. So what you guys are saying here is the other clip from 20 years ago,
[41:54.790 --> 41:58.110]  when Gavin got the overkill, everybody else was blindfolded.
[41:58.270 --> 41:59.530]  I don't think that's what we're saying.
[41:59.530 --> 42:04.970]  Now you tied it together, it all makes sense. So did you guys ever get a kill?
[42:05.170 --> 42:09.510]  Well, I have one more clip to show you. I'll put it in the slack.
[42:10.110 --> 42:15.390]  So I was very confident that I hit somebody, but I wasn't sure if it was a teammate or not,
[42:15.750 --> 42:20.530]  or what exactly was going on. So this is a clip. I couldn't believe it.
[42:20.590 --> 42:23.910]  At the end of the second game, took off the blindfold, I had one kill,
[42:24.270 --> 42:28.170]  and I immediately had to see how in the fuck did this happen.
[42:28.670 --> 42:32.590]  I was going to do a thing in my head. I thought about doing...
[42:32.990 --> 42:36.970]  Eris is great for an audio podcast for sure. We can fucking edit it. What are you talking about?
[42:37.210 --> 42:39.150]  That's an insane statement to make.
[42:39.750 --> 42:41.590]  Oh, you meleeed somebody in the back of the head.
[42:41.930 --> 42:45.690]  I meleeed someone in the back of the head. I got a kill blindfolded in our second game.
[42:45.790 --> 42:48.430]  I thought about doing a thing on our Twitch account of being like,
[42:48.470 --> 42:54.830]  I'm going to stream a blind game of Halo Infinite every day. It'll take a year or whatever for me to actually get a kill.
[42:54.830 --> 42:59.290]  It happened in the second game, and I was so excited and disappointed.
[42:59.810 --> 43:02.810]  The second clip that I showed you, Geoff, actually has the kill in it.
[43:03.070 --> 43:07.950]  Somehow blindfolded, Gavin and I worked together where he was shooting blindly in a field,
[43:08.110 --> 43:10.710]  just spinning in a circle, and that distracted people.
[43:10.930 --> 43:14.410]  And I happened to run up and hit one of them in the back while running forward.
[43:14.950 --> 43:17.190]  So it was a combined duo blind kill.
[43:17.350 --> 43:23.150]  It was amazing how much better we got at figuring out where we were in relation to each other.
[43:23.150 --> 43:27.650]  Just going on sound, like steering towards the fight based on just stereo hearing.
[43:27.870 --> 43:31.610]  And we were using gunshots to try and identify where each other were.
[43:31.690 --> 43:34.590]  And sometimes we could hear each other meleeing at walls.
[43:35.290 --> 43:38.930]  We actually got a lot better than we did in the second game than the first game.
[43:39.150 --> 43:43.790]  There was a lot of growth. It was distinguishing when you're hitting a wall and what that sounds like,
[43:43.890 --> 43:48.370]  and then knowing I gotta move. But it's insane to me that we pulled this off within two games.
[43:49.430 --> 43:50.810]  Sadly, it was not a Mangler kill.
[43:50.810 --> 43:52.930]  So where are you going to take it from here?
[43:53.170 --> 43:56.150]  That's a great question. I haven't thought about it that much.
[43:56.490 --> 44:04.050]  What if you guys stream it on Twitch or whatever you talked about for a year and try to get a combined 117 kills?
[44:04.750 --> 44:09.110]  Why 117? Just 117 because Master Chief? Is that the idea?
[44:09.590 --> 44:10.210]  That was the idea.
[44:11.250 --> 44:16.490]  Because I don't know... I've never played a game actually blind.
[44:16.870 --> 44:21.110]  And I assume there's a lot of games that are playable as a blind person.
[44:21.390 --> 44:25.090]  But I can't imagine an FPS... is there a way that that's done, typically?
[44:26.050 --> 44:31.510]  I'm not sure. With accessibility, it seems like still a long ways to go in games,
[44:31.550 --> 44:35.550]  but it feels like there have been certain games at least that have made more of an effort in that direction.
