[00:00.000 --> 00:04.920]  Does it ever feel like you're a marketing professional just speaking into the void?
[24:40.240 --> 24:48.140]  That's code regulation50off at factormeals.com slash regulation50off for 50% off plus free shipping.
[24:48.220 --> 24:50.260]  How are we supposed to remember regulation50off?
[24:50.340 --> 24:52.960]  Easy. It's like 100% eat, but regulation50off.
[24:53.120 --> 24:54.080]  Snuck that one in.
[24:55.960 --> 24:58.700]  Today I learned that Alabama borders Florida.
[25:00.600 --> 25:01.340]  That's crazy.
[25:01.980 --> 25:05.860]  There's a band called the Florabama line, I think, isn't there?
[25:06.060 --> 25:06.400]  That shouldn't be.
[25:06.700 --> 25:09.560]  It's Florida Georgia line, but yeah, don't worry about it.
[25:10.160 --> 25:14.540]  There's a bar called the Florabama that my dad used to go to all the time right there.
[25:14.980 --> 25:17.360]  That must be... I'm conflating those two things, but yeah.
[25:18.780 --> 25:21.680]  What state borders would have the best name combination?
[25:22.680 --> 25:24.400]  Like Florida is pretty cool.
[25:24.820 --> 25:25.540]  Florida is not bad.
[25:26.380 --> 25:31.180]  Kentucky and Tennessee would be fun because you can call it Kennessy, which is pretty close to Tennessee.
[25:31.320 --> 25:32.440]  That's exciting for me.
[25:32.460 --> 25:33.920]  It's close to Hennessy as well.
[25:34.920 --> 25:36.840]  What about North and South Dakota?
[25:38.240 --> 25:40.160]  I mean, that would just be Dakota.
[25:40.840 --> 25:43.540]  Arkansas and Oklahoma could be Ark-La-Homa.
[25:44.140 --> 25:46.500]  Oh, I like that. I like Ark-La-Homa.
[25:47.020 --> 25:47.840]  Nebraskan-sis.
[25:48.840 --> 25:51.560]  Oh, I like that. I like that a lot.
[25:52.860 --> 25:53.260]  Yeah.
[25:53.620 --> 25:57.360]  And that's what these flights are called because you can jump in either of these states.
[25:59.060 --> 26:00.840]  Where am I flying? Nebraskan-sis.
[26:01.860 --> 26:03.080]  That's where this plane is going.
[26:04.800 --> 26:05.840]  I would take that.
[26:06.200 --> 26:16.640]  Do you guys remember way back in episode, I believe 59, when I read an email that I got to saw write from an Amazon employee who was telling us about how our podcast is affecting the metrics?
[26:16.940 --> 26:19.120]  Yeah, I believe it was episode 60, but yeah, go ahead.
[26:19.260 --> 26:21.200]  Just so we don't get comments on it, I believe.
[26:21.200 --> 26:24.320]  Are you sure? I thought it was episode 59 because people have been talking about it to me.
[26:24.640 --> 26:24.800]  Already?
[26:25.420 --> 26:26.720]  Yeah, I've had people mention it.
[26:27.500 --> 26:29.920]  Like this email I just received.
[26:30.140 --> 26:30.400]  Whoa.
[26:31.260 --> 26:36.060]  There's been a second email, which is why I thought it was episode 59 because somebody must have heard it to send the second email.
[26:36.160 --> 26:39.500]  Yeah, I guess it was in 59 then. I have it marked as 60, but all right.
[26:39.880 --> 26:44.980]  Hi Jeff, my name is Taylor and I work for Amazon and can attest to the podcast messing with our inventory.
[26:44.980 --> 26:48.800]  I thought it was crazy because it would be the same items talked about on the podcast.
[26:48.960 --> 26:51.280]  Glad to know there are other Amazonians out there.
[26:51.400 --> 26:52.560]  Current hot dog count 82.
[26:53.120 --> 26:57.340]  So, Taylor is the fucking boss.
[26:57.520 --> 27:00.880]  First of all, 82 hot dogs? Jesus Christ.
[27:01.020 --> 27:01.640]  That's crazy.
[27:02.440 --> 27:04.900]  That's fully 30 hot dogs more than I have.
[27:05.340 --> 27:06.100]  Like, is he all right?
[27:07.620 --> 27:09.480]  I need to know when they start.
[27:10.540 --> 27:16.540]  Yeah, right. I assume when everybody says their hot dog count, they started on August 1st when we did, but who knows.
[27:17.040 --> 27:20.760]  How much would you pay to find out your total count lifetime?
[27:21.740 --> 27:22.180]  Zero.
[27:22.760 --> 27:25.940]  You wouldn't want to pay 20 bucks to learn that you'd had X amount of hot dogs?
[27:26.260 --> 27:27.280]  No, I don't care.
[27:27.620 --> 27:29.800]  I'd pay $200 for that information.
[27:30.260 --> 27:34.040]  I'd be more interested in paying for your information in that regard.
[27:34.840 --> 27:35.840]  Well, that's confidential.
[27:36.460 --> 27:37.020]  Shit.
[27:37.820 --> 27:38.740]  That's a HIPAA violation.
[27:38.940 --> 27:40.760]  It's a HIPAA violation, yeah, unfortunately.
[27:41.540 --> 27:44.020]  Between you and your doctor, how many hot dogs have you eaten?
[27:44.540 --> 27:45.460]  It's a hot dog violation.
[27:47.680 --> 27:50.780]  I feel like you've probably had less than 50.
[27:51.320 --> 27:54.560]  I bet you've had less than the yearly average lifetime.
[27:54.940 --> 27:55.720]  Oh, wow.
[27:56.280 --> 27:58.160]  Under 70, for sure.
[27:58.600 --> 28:00.220]  I don't like that you might be right.
[28:00.740 --> 28:01.860]  I'm definitely right.
[28:02.200 --> 28:03.280]  I think he's probably right.
[28:03.720 --> 28:04.440]  I think so.
[28:05.140 --> 28:08.800]  I would say that this is the most hot dogs you've ever had in a year, probably.
[28:09.140 --> 28:10.580]  And you're at like 5 or 6.
[28:11.460 --> 28:11.780]  Yeah.
[28:12.400 --> 28:14.120]  Well, there was that year of DHD.
[28:15.320 --> 28:16.100]  I had a few that year.
[28:17.220 --> 28:23.340]  I feel like I would just assume that you were in the hot dog atmosphere, but weren't engaging in the doggery.
[28:26.580 --> 28:33.260]  Like, I think there was a lot of dog happening around you, but I don't think you were actually taking part, I would assume, knowing you.
[28:33.260 --> 28:36.320]  Yeah, you don't have that dog in you, you just have it adjacent to you.
[28:36.380 --> 28:38.400]  Yeah, I have that dog near me.
[28:38.460 --> 28:40.240]  You've got that dog near you.
[28:40.760 --> 28:46.700]  Why is hot dog such a popular food in the U.S. that nobody sells?
[28:47.400 --> 28:48.120]  What's with that?
[28:49.060 --> 28:49.940]  Nobody sells?
[28:50.380 --> 28:56.540]  It feels like it's a special occasion food, because you get it at like barbecues, or you have to like go out of your way for it.
[28:56.740 --> 28:58.740]  Like, hamburger everywhere.
[28:59.040 --> 29:00.460]  Hot dog? Few hot dog.
[29:00.880 --> 29:07.100]  It's true, there's no hot dog fast food restaurants in Austin that you just drive through. There's not a hot dog drive-thru in Austin.
[29:07.380 --> 29:10.560]  No, there's like, you go to like Sonic Burger and that's it, you know what I mean?
[29:10.880 --> 29:15.900]  The best you can hope for is that a hot dog is attached to a hamburger at a burger restaurant.
[29:16.640 --> 29:18.480]  Like, Fire Guys has a hot dog.
[29:18.480 --> 29:22.640]  Has a hot dog, but I think it's not on the menu anymore. Canada.
[29:23.460 --> 29:28.240]  There's a Canadian chain called New York Fries that's the only fast food hot dog I can think of.
[29:28.240 --> 29:31.700]  Yeah, that's like Sonic Burger does the hot dog.
[29:33.500 --> 29:35.000]  I don't know who else you can drive through.
[29:35.000 --> 29:35.100]  Wienerschnitzel?
[29:35.560 --> 29:38.580]  Wienerschnitzel, I guess. There's one. I think there's one Wienerschnitzel in Austin.
[29:39.480 --> 29:39.720]  Huh.
[29:39.820 --> 29:40.200]  That's it.
[29:40.400 --> 29:41.600]  It is odd.
[29:42.000 --> 29:49.860]  In Austin, it's bar food. Like, most bars have a good hot dog. Like, that place that Eric and I went to and had hot dogs not that long ago, Frazier's Long and Low.
[29:50.160 --> 29:57.860]  Yeah, if you have like a lot of time to watch a waitress flirt with a guy at the other end of the longest bar you've ever sat at, then go check it out.
[29:57.860 --> 30:03.860]  Man, there's fucking eight people in this whole bar. I just want to order my fucking hot dog, lady.
[30:05.140 --> 30:08.600]  God, I think it has to be because you don't prep hot dogs in the same way, right?
[30:08.620 --> 30:13.740]  I guess Costco, another like, if you want to call it fast food, and cafeteria, it's another dog.
[30:14.060 --> 30:18.760]  But it's not, it's like it needs a unique cooking system as opposed to a burger.
[30:19.180 --> 30:21.320]  Although, I wonder if you could do Smash Dogs.
[30:21.800 --> 30:23.140]  I wonder what that would taste like.
[30:24.040 --> 30:25.560]  That's really gross.
[30:25.980 --> 30:26.840]  That's probably terrible.
[30:26.840 --> 30:30.440]  No, I think you, I think we're about to invent Smash Dogs, Andrew.
[30:30.820 --> 30:34.960]  Smash burgers are so popular right now, we've got a Smash Dog.
[30:35.700 --> 30:36.840]  It would just look like...
[30:37.780 --> 30:39.880]  We're gonna Smash Dog, write this down.
[30:40.220 --> 30:43.340]  We're gonna become Smash Dog millionaires because we're gonna invent something new.
[30:43.900 --> 30:46.180]  Oh my god, Smash Dogs.
[30:46.320 --> 30:48.640]  Smash Dog might be a secret mayo for me.
[30:49.080 --> 30:56.180]  Where if you didn't tell me it was the Smash Dog and I just ate it not knowing what had occurred, I could see myself really liking it.
[30:56.180 --> 30:58.180]  But going into it knowing...
[31:00.060 --> 31:05.320]  Is Smash Dog a thing where you cut it in half and then smash it down or are you just smashing the dog down?
[31:06.280 --> 31:12.360]  You know what, I think cutting it in half is probably the way to go but I was just imagining just smashing it down but I think you're right, I think it's a cut.
[31:12.620 --> 31:13.820]  I just think you need a mallet.
[31:14.220 --> 31:14.780]  You can do it.
[31:15.180 --> 31:16.280]  Why would you need a mallet?
[31:16.440 --> 31:18.140]  Yeah, I think a mallet seems a little excessive.
[31:18.740 --> 31:22.440]  I think you just press down really hard if it's on like a griddle.
[31:22.440 --> 31:25.580]  I mean, if you don't want to use a sweet smashing mallet.
[31:26.620 --> 31:28.200]  While it's on the griddle?
[31:28.900 --> 31:32.380]  A mallet isn't going to smash a hot dog, it's going to obliterate it.
[31:33.460 --> 31:35.600]  Gavin isn't worried about the end result.
[31:36.120 --> 31:37.400]  He just wants to eat meat.
[31:37.440 --> 31:39.180]  Yeah, he just wants to eat a hot dog with a mallet.
[31:39.440 --> 31:44.300]  You can go for it just to press with it. I just think I want a special tool for it. I don't want to be using a spatula or whatever.
[31:44.640 --> 31:45.320]  I have a tool that'll work.
[31:45.320 --> 31:46.960]  Your special tool is a mallet?
[31:46.960 --> 31:51.000]  I feel like Gavin is trying to get into cock and ball torture.
[31:51.300 --> 31:55.100]  And this is as close as it's going to get to smash a hot dog with a mallet.
[31:55.880 --> 31:57.020]  It's nothing to do with bull.
[31:59.020 --> 31:59.900]  Oh no!
[32:00.680 --> 32:02.180]  Nothing to do with bull!
[32:02.340 --> 32:06.000]  Now when you say mallet, do you mean like a metal, like a meat hammer?
[32:06.200 --> 32:10.000]  Or are we talking like a croquet-like type thing?
[32:10.080 --> 32:11.440]  I'm talking wooden stick.
[32:11.860 --> 32:14.200]  Okay, so you're going full itchy and scratchy.
[32:14.200 --> 32:17.120]  You want to fucking looney tune this thing.
[32:17.600 --> 32:24.120]  I think if the mallet width is wider than the total smash diameter of the dog, it's great.
[32:24.400 --> 32:26.060]  It'll be real nice and even.
[32:26.500 --> 32:28.200]  Can I pitch you this?
[32:28.300 --> 32:32.780]  Because you're talking about actually wanting like a tool, a special tool for this.
[32:33.340 --> 32:38.080]  What if it was like a mallet that could heat up at the end of it?
[32:38.100 --> 32:39.440]  So it's like a double grill.
[32:39.600 --> 32:41.040]  It's like a heat mallet.
[32:41.620 --> 32:46.140]  It's like a skillet on the circular flat part that you would smash into it.
[32:46.340 --> 32:48.700]  You grill it, you cook it from above.
[32:49.900 --> 32:55.160]  Should we get a little grill top for the office and then make these?
[32:56.100 --> 32:58.360]  Yeah, I mean I don't think that's a problem.
[32:58.380 --> 33:04.480]  I have a blackstone at home, we could do it at my house, but I would feel really backwards if we filmed at my house after paying for the office.
[33:05.160 --> 33:06.100]  We'll just have to make it work there.
[33:07.680 --> 33:10.320]  I'm trying to think like the sketchiest way to do it.
[33:10.320 --> 33:16.200]  You could get, I have a mini, it's essentially a mini waffle maker, but it is just like a mini skillet.
[33:17.140 --> 33:21.060]  You could probably like tape that to a wooden mallet.
[33:22.080 --> 33:25.760]  You know what already exists that does everything we want to do?
[33:26.180 --> 33:26.340]  What?
[33:26.940 --> 33:27.660]  An iron.
[33:29.280 --> 33:32.940]  Just heat up an iron and smash it on top of the hot dog.
[33:32.940 --> 33:36.960]  And then instead of spraying water out the front, mustard and ketchup.
[33:37.140 --> 33:39.360]  What are you guys talking about?
[33:39.600 --> 33:40.380]  How do you think?
[33:42.820 --> 33:43.660]  That's an idea.
[33:44.320 --> 33:52.700]  Here's the thing though, I like your mustard and ketchup, but you know like the way to melt cheese is you throw a little water down and then you like put a container over the thing.
[33:53.020 --> 33:56.400]  Maybe you still need the water and it's just for like that's your cheese melting.
[33:57.180 --> 33:58.360]  We'll have to do some experiments.
[33:58.360 --> 34:04.120]  How do you guys think a smash burger is? You think there's like an iron on a smash burger that's pressing it down?
[34:04.520 --> 34:07.160]  No, it's just like I have a burger press.
[34:07.440 --> 34:14.420]  No, there's like a metal, there's like a, yeah, like a big fat metal disc with a handle on it that smashes down on a burger.
[34:14.760 --> 34:20.000]  An iron does the same thing. The iron does the same thing because it's long and hot dog shaped.
[34:20.060 --> 34:25.760]  Whereas the griddle smasher is round and won't work for a hot dog because it's wiener shaped.
[34:25.760 --> 34:31.920]  So we need to get something wiener shaped and the only thing I can think of that's heavy and does the same job, it already exists, it's an iron.
[34:32.520 --> 34:33.880]  An iron is a really good thought.
[34:34.620 --> 34:39.460]  Okay, then I guess an iron it is. I have a, I have like a...
[34:39.460 --> 34:40.000]  Spatula.
[34:40.280 --> 34:46.920]  Cast iron like flat top that I can bring to, like I just put it like on the stovetop I can bring to the office.
[34:46.920 --> 34:48.400]  Let's do it. Please do, thank you.
[34:48.780 --> 34:49.760]  And then we eye it on the top?
[34:49.760 --> 34:57.480]  I'm pretty into this idea. I would like to see what cutting them in half and then smashing them down would be versus just smashing them down with an iron.
[34:57.620 --> 34:59.760]  Because I think one way would work maybe better than the other.
[35:00.100 --> 35:05.220]  But let me ask you this, are they so smashed that they're go, like, are they going to fit in a hot dog bun?
[35:05.440 --> 35:08.860]  That's exactly what I was about to say is I think we need to consider about the bun.
[35:09.080 --> 35:15.200]  Yeah, I think you would spread what's the, what the result over the top of the open bun and then just kind of like...
[35:15.200 --> 35:16.900]  You spread the result.
[35:16.900 --> 35:22.460]  I think it would be like everybody watch a TikTok on how to make a smash burger. I think the process is much the same.
[35:22.780 --> 35:29.560]  You probably take the bun and heat it up and then stick it on top of the smash dog, which is probably covered in cheese and onions at this point.
[35:29.720 --> 35:33.280]  And then slide a spatula under it, flip it over and then fold it into itself.
[35:33.300 --> 35:36.280]  Right, but I'm asking is it a hot dog bun or a hamburger bun?
[35:36.280 --> 35:37.220]  I think it might be a hamburger bun.
[35:37.220 --> 35:38.420]  Because is the smash dog going to get so wide?
[35:38.440 --> 35:38.820]  It's got to be a hot dog bun.
[35:38.820 --> 35:39.620]  I think it'll get too wide.
[35:39.840 --> 35:42.740]  It's a fucking hot dog bun. It's got to be a hot dog bun.
[35:42.740 --> 35:48.060]  I'm asking. I'm not, I'm not trying to go for one or the other. I want to make sure that we're all on the same page.
[35:48.260 --> 35:51.140]  Are you trying to make a smash dog or a pulverized dog burger?
[35:51.760 --> 35:52.160]  What?
[35:53.860 --> 35:56.720]  Gavin's right. That would be a pulverized dog burger.
[35:56.900 --> 35:58.000]  I don't think so.
[35:58.760 --> 35:59.100]  What do you mean?
[35:59.280 --> 36:04.840]  Here's the thing. I agree that it feels wrong, but I just don't think it's going to fit in a hot dog bun.
[36:04.960 --> 36:06.140]  It'll fit. It'll fit.
[36:06.180 --> 36:06.900]  It's the same mass.
[36:06.920 --> 36:08.000]  I don't think so.
[36:08.340 --> 36:08.740]  It'll fit.
[36:08.760 --> 36:10.060]  But it's the wrong shape.
[36:10.540 --> 36:11.160]  Fold it over.
[36:11.160 --> 36:13.920]  It's going to be moldable, though. You can shape it however you want to.
[36:13.960 --> 36:20.400]  I don't want it to be moldable. I don't want my smash dog to be moldable. I want it to be very crispy and rigid.
[36:20.900 --> 36:24.040]  It's going to be crispy and rigid and foldable. It's going to be fine.
[36:25.040 --> 36:29.760]  I've got an additional question about it. What would happen if we shucked the dog?
[36:31.200 --> 36:32.600]  Shucked? What does that mean?
[36:33.040 --> 36:34.160]  Take the skin off?
[36:34.380 --> 36:34.640]  Yeah.
[36:35.240 --> 36:37.000]  Oh, like the casing. Oh.
[36:38.100 --> 36:39.180]  That's part of it.
[36:39.180 --> 36:43.860]  That is, it's textural. I think that's the thing that'll really like, like crisps.
[36:44.000 --> 36:45.560]  That's what's going to crisp up. Yeah.
[36:46.360 --> 36:49.620]  So I don't think we get rid of that. I think that'd be terrible. I think that's a bad thing.
[36:49.800 --> 36:50.500]  Yeah, keep it.
[36:51.200 --> 36:58.460]  I just, I don't like, I agree. I don't like the optics of it in a hamburger bun, but I do think it works better in a hamburger bun.
[36:58.620 --> 37:01.380]  We're just going to have to, we'll try both ways and we'll just have to see.
[37:01.600 --> 37:04.920]  I think we'll know pretty quick what it's going to fit in.
[37:05.340 --> 37:06.440]  I'm feeling pretty good about this.
[37:06.440 --> 37:10.000]  It might need its own bun. It might need a smash dog bun.
[37:11.020 --> 37:12.440]  Interesting. Interesting.
[37:12.860 --> 37:16.060]  Like a smash bun? I'm trying to think what that would be.
[37:16.380 --> 37:17.640]  Well, I hit the bun with a mallet.
[37:22.540 --> 37:30.540]  That's what makes smash buns unique, is you personally hit. It's just a bun factory with you with a mallet at the end of the conveyor.
[37:32.340 --> 37:33.580]  Essentially stamping them.
[37:34.600 --> 37:39.900]  I'm sometimes worried at how much Tom and Jerry has just infected the core piece of my brain.
[37:41.620 --> 37:42.720]  Inspiration for slow-mo guys.
[37:44.280 --> 37:48.140]  While we're on the subject of food, I have a serial killer update.
[37:49.500 --> 37:58.120]  A couple of days ago, I think on Monday, went outside, found a, Emily found a dead bird over by the bird feeder and she asked me to, you know, remove it.
[37:58.120 --> 38:06.120]  And it was missing its eyes and something had, something had cracked its brain open and eaten its brain.
[38:06.720 --> 38:10.520]  And so the bird was fully intact. It was just missing two eyeballs.
[38:10.780 --> 38:15.280]  And then it had like a drill or like a cracked area where something had sucked its brain out.
[38:15.580 --> 38:20.220]  So, uh, it's getting, it's getting, it's getting real dark over here in my front yard.
[38:20.520 --> 38:23.660]  I mean, the eyes are attached to the brain. Do you think it just came out?
[38:23.800 --> 38:25.500]  It's possible. It's possible.
[38:25.980 --> 38:30.100]  The eyes are attached to the brain. Is everything attached to the brain?
[38:31.200 --> 38:32.400]  Not my wiener.
[38:33.460 --> 38:36.660]  Yeah, not after Gallant smashes it with a mallet.
[38:38.100 --> 38:39.500]  Well, the toilet seat did that.
[38:40.460 --> 38:41.560]  That's true. That's true.
[38:43.820 --> 38:47.900]  Geoff, are you just glad to be home? Or does it feel good just to be in your space?
[38:48.240 --> 38:53.120]  Yeah. And I didn't say I feel bad too, cause I had such a nice time visiting my mom and I love the farm over there where they are.
[38:53.120 --> 38:55.580]  And I got to hang out with my aunt and I really did have a good time.
[38:55.680 --> 39:02.800]  But man, it's amazing how a shitty day of travel can spoil everything that's happened in your life up to that moment.
[39:03.320 --> 39:04.840]  Travel is dread to me.
[39:05.040 --> 39:08.320]  I am just so fucking relieved to be home.
[39:08.400 --> 39:11.600]  And especially after I threw such a stink about how I was never going to travel again.
[39:12.060 --> 39:15.000]  And this is the second trip I've taken since my, you know.
[39:15.360 --> 39:17.240]  Well, yeah, but at least there's no one on the horizon.
[39:18.520 --> 39:21.380]  Disgusting airport airplane puke saga.
[39:25.080 --> 39:28.000]  Traveling is just like creating a list of things to go wrong.
[39:28.460 --> 39:28.940]  Yeah.
[39:30.040 --> 39:33.160]  Like there's no it's the ultimate when it goes right.
[39:33.220 --> 39:35.640]  It's not like it's not exciting. It's just relief.
[39:36.140 --> 39:39.220]  It's not exciting when you land in Austin and see your friends.
[39:39.920 --> 39:40.800]  Exciting to me.
[39:41.740 --> 39:41.900]  What?
[39:42.820 --> 39:43.240]  Huh?
[39:44.240 --> 39:44.380]  What?
[39:45.060 --> 39:45.220]  Huh?
[39:46.580 --> 39:48.980]  Like is the is the end result not exciting to you?
[39:49.720 --> 39:50.500]  No, not really.
[39:51.400 --> 39:53.660]  I guess, like, I'm happy to be there.
[39:54.780 --> 39:55.700]  You sound it.
[39:56.560 --> 39:58.600]  It's if I go somewhere.
[39:59.640 --> 40:01.960]  If you've been in the airport, have you been there?
[40:03.200 --> 40:03.740]  To the airport?
[40:04.180 --> 40:05.720]  No, like the state.
[40:05.880 --> 40:09.400]  If you've traveled, if you've only been in an airport of a place.
[40:09.840 --> 40:12.700]  Is that enough to count visiting that place?
[40:13.340 --> 40:14.760]  Or do you have to leave the airport?
[40:15.080 --> 40:18.480]  I mean, if you're really struggling for conversation topics, I'd say you've been there.
[40:21.020 --> 40:22.440]  What do you like socially?
[40:22.580 --> 40:30.520]  Like if I'm trying to talk to somebody, I was like, yeah, I mean, if I feel like if I'm if I'm bragging about being in Detroit, I see.
[40:30.720 --> 40:31.640]  But I only went to the airport.
[40:31.980 --> 40:34.160]  OK, but you wouldn't conventionally consider that.
[40:34.740 --> 40:36.480]  I was trying to figure out if I'd been to Minnesota.
[40:37.480 --> 40:38.700]  I think I might have been.
[40:39.280 --> 40:40.680]  OK, well, what?
[40:40.860 --> 40:41.020]  What?
[40:41.500 --> 40:41.860]  When?
[40:42.000 --> 40:43.180]  OK, paint a picture.
[40:43.360 --> 40:49.520]  I think I think the first time I visited Austin, I think I had a connecting flight in Minnesota.
[40:49.520 --> 40:51.060]  But I don't know if that makes sense.
[40:52.120 --> 40:52.860]  I don't know.
[40:52.980 --> 40:54.740]  Coming from Vancouver Island, maybe.
[40:55.320 --> 40:56.500]  It could.
[40:56.620 --> 40:57.780]  Like, I don't.
[40:57.860 --> 41:01.320]  I definitely was in an airport that I've only ever been in once.
[41:01.640 --> 41:04.020]  And I just can't remember what airport that was.
[41:04.240 --> 41:05.440]  Pretty inefficient route.
[41:05.720 --> 41:09.420]  Basically flying under Canada the whole way and then going down.
[41:09.900 --> 41:13.000]  I mean, it was an it was nothing about the flight was ideal.
[41:13.100 --> 41:15.040]  It was just what essentially I was able to book.
[41:15.400 --> 41:16.060]  I came in late.
[41:16.180 --> 41:17.240]  It was terrible.
[41:17.240 --> 41:22.560]  But I was just thinking about there's an airport I've been in that I don't know where it is.
[41:22.620 --> 41:23.440]  I think it's Minnesota.
[41:23.960 --> 41:26.440]  I think I've been in the Minnesota Minneapolis airport.
[41:26.760 --> 41:27.620]  Oh, fuck.
[41:27.640 --> 41:28.600]  It could be Minneapolis.
[41:29.100 --> 41:31.720]  That's also I mean, name another city in Minnesota.
[41:33.660 --> 41:34.340]  St. Paul.
[41:34.500 --> 41:35.320]  St. Paul.
[41:35.580 --> 41:35.780]  The Twin Cities.
[41:36.000 --> 41:37.100]  Yeah, it was definitely.
[41:37.220 --> 41:40.520]  And I'm thinking I was curious that they'd been there.
[41:40.640 --> 41:45.300]  I'm just thinking I've connected to a lot of airports that I've I've never visited anything beyond it.
[41:45.300 --> 41:47.860]  Yeah, I've been to Charlotte so many times.
[41:47.960 --> 41:50.380]  I don't think I've ever set foot elsewhere in that state.
[41:52.540 --> 41:54.820]  Just sat in those rocking chairs in the Charlotte airport.
[41:56.320 --> 42:03.420]  I've definitely been in more airports of in states than I have visited states outside of it.
[42:03.500 --> 42:04.140]  If that makes sense.
[42:04.400 --> 42:05.660]  That's like when I was like 19.
[42:05.740 --> 42:10.500]  I felt like I had been to Ireland because I had a layover in the Dublin airport for an hour and a half.
[42:11.680 --> 42:13.360]  I tell people like, oh, yeah, I've been to Ireland.
[42:13.360 --> 42:15.640]  If you had a Guinness there, I'd say you've been to Ireland.
[42:15.900 --> 42:16.660]  I had a coffee.
[42:16.780 --> 42:17.500]  I believe I was underage.
[42:18.860 --> 42:19.460]  Oh, right.
[42:21.340 --> 42:23.180]  I forgot you could be in the army and underage.
[42:23.840 --> 42:25.020]  You guys keep this going.
[42:25.240 --> 42:28.760]  I think something that we won in an auction is being delivered to my house right now.
[42:28.840 --> 42:31.100]  So I got to go away for like 10 or 15 minutes.
[42:31.180 --> 42:31.500]  I'll be back.
[42:31.640 --> 42:31.960]  Finally.
[42:32.400 --> 42:33.280]  No worries, dude.
[42:33.320 --> 42:33.760]  No worries.
[42:34.500 --> 42:35.620]  Hey, Gavin, I have a question for you.
[42:35.660 --> 42:39.220]  You asked earlier how much you would pay to find out how many hot dogs you've eaten in your life.
[42:39.220 --> 42:48.200]  How much would you pay to see how many airports you've been to and how many times you've been to each airport and which airports you've been to the most in your lifetime?
[42:49.200 --> 42:51.280]  I wouldn't pay anything because I'm sure it's all in my emails.
[42:51.680 --> 42:52.140]  It's not?
[42:52.200 --> 42:55.200]  Well, you got to think like all the way back to when you were a kid and you flew.
[42:55.200 --> 42:57.320]  I didn't go to America when I was a kid, though.
[42:57.560 --> 42:58.900]  But you went to other airports, asshole.
[42:58.960 --> 42:59.740]  It's not just America.
[42:59.920 --> 43:01.500]  I'm talking about the fucking world here.
[43:03.100 --> 43:03.780]  Uh, Tenerife.
[43:05.280 --> 43:05.960]  Uh, Heathrow.
[43:06.240 --> 43:06.580]  Tenerife.
[43:07.300 --> 43:08.320]  Oh, no, I guess it was Luton.
[43:08.320 --> 43:10.060]  No, I didn't really go much places.
[43:10.500 --> 43:10.980]  That's sad.
[43:11.940 --> 43:14.160]  It's kind of nice to travel as a child.
[43:14.660 --> 43:18.120]  Because I know I've been places, but I don't remember the travel part of it at all.
[43:18.300 --> 43:18.920]  And that's great.
[43:19.520 --> 43:21.220]  It's an ideal way of experiencing that.
[43:21.660 --> 43:23.480]  I wonder how many times I've been in DFW.
[43:24.820 --> 43:29.280]  Like, surely not as many times as Austin, but close, I would think.
[43:29.940 --> 43:32.240]  I've certainly been to Dallas over a hundred times.
[43:32.720 --> 43:37.580]  When I was in the Army at Fort Hood, we would connect through Dallas, not Austin.
[43:37.820 --> 43:42.380]  So I'd probably have 20 Dallas trips under my belt that never touched Austin, even.
[43:42.740 --> 43:45.660]  But it still can't hold a candle to Austin.
[43:46.060 --> 43:46.480]  I don't know.
[43:46.880 --> 43:49.080]  We have Smash Dogs that we're looking at.
[43:49.560 --> 43:52.500]  Is there any other food that should be smashed that would be better?
[43:53.300 --> 43:56.520]  Like, I think the Smash Burger is an innovation over the base burger.
[43:57.100 --> 43:59.660]  You've got Smash Burgers, you've got Smash Avocados.
[44:00.340 --> 44:00.620]  An egg?
[44:01.060 --> 44:01.500]  Schnitzel.
[44:01.500 --> 44:03.480]  I was just thinking egg, but I don't know if egg would work.
[44:05.400 --> 44:06.360]  Smashed boiled egg?
[44:06.940 --> 44:08.160]  Chicken fried steak.
[44:09.140 --> 44:09.540]  Ooh.
[44:10.040 --> 44:12.540]  What else could you smash that's not smashed?
[44:12.920 --> 44:14.580]  It has to be, like, a meat thing, right?
[44:14.640 --> 44:15.680]  Because you're putting it on the grill.
[44:16.460 --> 44:18.700]  Smashed potatoes are delicious. I've had smashed potatoes.
[44:18.760 --> 44:19.800]  They're pretty good. They're pretty good.
[44:20.080 --> 44:20.740]  They're really good.
[44:22.120 --> 44:25.000]  What about... how do you think a drop burger would taste?
[44:25.440 --> 44:26.520]  A drop burger?
[44:27.180 --> 44:29.860]  Like, you just drop it onto the skillet from a high distance?
[44:29.860 --> 44:31.740]  You can drop it from, like, 60 stories up.
[44:31.920 --> 44:34.100]  So it's definitely like a terminal velocity burger.
[44:34.620 --> 44:36.700]  A terminal velocity burger?
[44:37.480 --> 44:37.700]  Yeah.
[44:38.380 --> 44:40.700]  Terminal velocity drop burger.
[44:40.920 --> 44:42.660]  We're definitely going to film that, too.
[44:42.820 --> 44:43.540]  Okay, got it.
[44:44.100 --> 44:46.600]  What is the terminal velocity of an average patty?
[44:47.300 --> 44:48.360]  Can't be that fast.
[44:49.860 --> 44:51.020]  Uh, no, I wouldn't imagine so.
[44:51.400 --> 44:52.880]  I don't even know how to search that.
[44:54.320 --> 44:55.400]  Terminal velocity of a patty.
[44:55.400 --> 44:56.520]  You're not going to find the answer.
[44:56.860 --> 44:57.380]  I wouldn't bother.
