[00:00.000 --> 00:03.680]  A massage chair can look extravagant.
[26:15.680 --> 26:35.680]  I just wanted to say that we talked a lot about in this recording the ability that because of the support we've received from the community, how it has enabled us to grow faster than we anticipated in certain areas. All of that growth is incredibly thoughtfully made.
[26:35.680 --> 26:57.820]  We're not just expanding for the sake of expanding because there is a possibility in which we could generate more money if we're selling merch right now. Everything that we've done as far as growth has been how can we make the best thing that we want to make and serve our community in the best way that we can with the resources and support that they are providing.
[26:57.820 --> 27:23.500]  It would be so disrespectful I feel like to our community to immediately just launch something because we think that it could generate additional revenue for us where every choice I think that we make is from the perspective of doing right by this group of people that has been so amazing in enabling us to do all the things that we have done so far.
[27:23.500 --> 27:41.020]  The audience is also very switched on to how we've been in the past as well. I feel like we all are well aware of what burnout feels like and what it feels like to just be churning out content because we need to. And we just don't want to go anywhere near that anymore.
[27:41.020 --> 28:05.780]  Absolutely. Yeah, like it's a balance of making sure that we're creating. It's a funny thing. We're like the burnout that we face right now at least there's no burnout, but it's like having to mindfully control how much we do because I could do constantly making stuff with you guys like whenever it is so much fun.
[28:05.780 --> 28:32.100]  I'm having so much fun doing everything we do. It's just any excuse to make more is great, but it is so important to create that time for yourself as well. And like we have families and other responsibilities. The reality is oftentimes that burnout is fueled by enthusiasm. And when you love what you do to the degree that we do, you really do have to be mindful about that. And I will say, because I've seen a lot of audience concerns about it as well.
[28:32.100 --> 28:59.880]  And I will say, without being boastful in any way, I think Gavin and I, as a unit probably have more if as much if not more experience in this world than anybody on earth at this point. And I think we're both pretty, pretty conscious of doing it the right way this time. And well aware of where things went astray in the past. And we've talked a lot about how the things we want to do differently this time.
[28:59.880 --> 29:03.680]  And so I'm keeping a real close eye on us as we go.
[29:03.780 --> 29:06.200]  Yeah. And I feel like we've really learned our limits.
[29:06.980 --> 29:09.740]  Currently, I feel so far from burnout.
[29:10.440 --> 29:11.000]  Oh, same.
[29:11.000 --> 29:16.020]  Absolutely. Could I give a little inside baseball that I think is fun talking about merch stuff?
[29:16.740 --> 29:16.860]  Yeah.
[29:16.860 --> 29:17.820]  I think we could talk about.
[29:18.260 --> 29:31.040]  So when we were acquiring the rights to F*** Face as a brand, Gavin asked a fantastic question. Like, this was the final hours of like, oh, we've been waiting a long time to do it.
[29:31.040 --> 29:38.860]  I mean, people are aware our launch was not exactly as smooth as we'd want it to be. We didn't have feeds. It was a whole process of going back and forth.
[29:39.040 --> 29:50.080]  But it felt like we were at the very end of it. And then there was a realization of, do we get merch rights for everything we've done in the past? Is that part of this?
[29:50.600 --> 29:55.680]  And just assuming like, yeah, of course it would be like we're getting F*** Face. Why wouldn't we get everything that falls under that umbrella?
[29:55.680 --> 30:10.500]  That was not at all part of the deal, which then created this thing of like, OK, well, we need every piece of merch that we've ever made to submit so we could like just display what exactly it is that we're going to take ownership of.
[30:10.640 --> 30:24.880]  And completely unrelated to this, just as like an exercise, Tony, who did all of our merch for us, who's so amazing, he made an image during the shutdown period that was a singular photo that contained every piece of merch we had made.
[30:24.880 --> 30:34.900]  And because of that, we were able to secure all of our merch in like an easy, convenient way that didn't take hours of going back and forth and double checking.
[30:35.080 --> 30:39.960]  We're just able to use this reference image that he created that completely simplified the process.
[30:39.960 --> 30:47.000]  It was the most amazing, like, you've got to be kidding me, aha moment where they literally said, we're going to need this.
[30:47.160 --> 30:53.520]  And we went, oh, f***. And somebody went, Tony's image. And we were like, no problem. Responded to them in minutes.
[30:53.660 --> 31:01.580]  Like they probably thought, well, we're never going to hear from those assholes again. Or like, that'll take them a couple of weeks. Did not. Took us 35 seconds to find that image and send it to them. And then it was great.
[31:01.900 --> 31:03.920]  That image is in the contract as well.
[31:04.160 --> 31:04.720]  It is, yeah.
[31:05.020 --> 31:06.260]  Should we post it? Have we posted that anywhere?
[31:07.040 --> 31:08.520]  We talked about it. I don't know if we ever did.
[31:08.520 --> 31:11.700]  Yeah. We should post it with this, that, that image that Tony made.
[31:11.840 --> 31:16.340]  Yeah. I feel like at the beginning, you know, you just assume it's like, oh, we're acquiring f***face.
[31:16.800 --> 31:19.840]  So we just get all of, but, but, and then they were like, you need to specify everything.
[31:19.840 --> 31:23.100]  I was like, I think that's everything. And then the last minute I was like, wait a sec.
[31:23.700 --> 31:28.080]  I guess we don't, we need the merch designs if we ever want to resell any of that stuff.
[31:28.700 --> 31:33.520]  And then suddenly we all started looking at everything with a real, like magnifying glass kind of approach.
[31:34.220 --> 31:36.600]  It was like, have we, have we got everything in this contract?
[31:36.600 --> 31:40.500]  Which, which is where, uh, Ratty Boy came to be, by the way.
[31:40.720 --> 31:43.080]  Have we talked about that? Like where we are with Ratty Boy?
[31:44.420 --> 31:45.240]  No, I don't.
[31:45.260 --> 31:46.420]  Yeah, do you want to give the update, Andrew?
[31:46.920 --> 31:53.260]  I don't even know how to give the update. It's a weird situation where like, we, I don't, I don't know.
[31:53.360 --> 31:55.500]  I don't know how to, I don't even know how to give this up.
[31:55.580 --> 32:01.280]  So there's technically not a legal, like there is an agreement and an understanding and parties were paid,
[32:01.440 --> 32:05.940]  but there isn't a legal contract that was made for Ratty Boy because it's f***ing Ratty Boy.
[32:05.940 --> 32:06.900]  That seems ridiculous.
[32:08.220 --> 32:17.640]  So we were trying to get specific rights to Ratty Boy and they couldn't transfer them because technically, legally, there is nothing to transfer.
[32:18.500 --> 32:25.620]  But we, we have them, but we technically don't, like, I don't, I don't even know necessarily where it lays right now.
[32:26.180 --> 32:30.500]  Yeah, so the limbo, I think, is where Ratty Boy is and probably will be for a while.
[32:31.280 --> 32:35.160]  Yeah, I don't, that is a thing we will figure out down the road.
[32:35.160 --> 32:40.820]  Originally, I had him removed from the original contract because we were just trying to get our stuff as soon as possible.
[32:41.000 --> 32:45.940]  Ideally, we wanted to launch with our feeds, which ended up being delayed.
[32:46.240 --> 32:52.040]  But I was just like, I don't want Ratty Boy to hold our thing back any more weeks.
[32:52.200 --> 32:53.940]  So we just, we'll deal with that later.
[32:53.940 --> 33:04.920]  Yeah, and then it was the process of, they are trying to negotiate sales of huge properties and us, so what about Ratty Boy?
[33:05.340 --> 33:08.420]  What's going on with that? Hey, can you, are we good with Ratty Boy?
[33:09.680 --> 33:15.440]  It was great. It was very funny that, you know, from our perspective of like, I'd be awesome to have that.
[33:15.620 --> 33:19.100]  And then having like a million things that they need to do that are way more important.
[33:19.100 --> 33:27.920]  Yeah, I think if on the list of all the properties those people were dealing with right at the end of the company, Ratty Boy would have been the very, very bottom.
[33:28.540 --> 33:30.900]  If not, I would love to know what was below it.
[33:32.640 --> 33:40.240]  We must have been the least important production to cross the threshold. You know what I mean?
[33:40.520 --> 33:48.000]  Like we were just over the line of like, it's an issue, we have to deal with it, it's money and business, but we were definitely at the bottom of the list.
[33:48.000 --> 33:54.600]  Which made it difficult and annoying, not blaming anyone, for the feed situation.
[33:56.340 --> 34:05.120]  We had crossed, as he said, we had barely crossed that line of we needed to pay for this thing, being the f*** face like back catalog and rights and all that stuff.
[34:05.620 --> 34:10.640]  We needed money for it, there needed to be legal terms worked out, parties needed to be involved.
[34:11.200 --> 34:17.980]  We crossed the line where that all needed to happen, but we were at the bottom of that line, so it was priority to everybody else.
[34:19.600 --> 34:29.280]  So that is a large factor in why we weren't able to launch with our feeds, is having to go through that lawyer process while also understanding that we are not the priority.
[34:29.740 --> 34:39.620]  Which, by the way, no hard feelings, like we get it, I looked at the other properties, we were at the bottom of that list, like that's how you would prioritize it.
[34:39.760 --> 34:45.500]  It makes total sense. We didn't feel slighted or anything, it was annoying, but it wasn't any less annoying than anything anyone else went through.
[34:48.040 --> 34:57.040]  It's just what the process is, and we were just where we were in the hopper, because of how valuable we were.
[34:57.260 --> 35:10.020]  And honestly, incredibly thankful to have it at this point, because I listened to a podcast that was going through essentially the exact same thing we were, of transfer of ownership.
[35:10.260 --> 35:14.400]  And they still don't have everything worked out, and they were probably two months prior to when we started.
[35:14.880 --> 35:23.280]  So it's been interesting to hear their perspective of what they're going through, of trying to get their YouTube channel transferred over, and all of that stuff.
[35:23.680 --> 35:30.100]  Just knowing, like, wow. As annoying as it felt at the time, because there was definitely a period where it felt like, OK, we're going to get this done on Friday.
[35:30.600 --> 35:33.600]  And then it would be Monday, and it would be, OK, this is going to take two more weeks.
[35:34.020 --> 35:37.280]  And then there would be more time, like it was a shifting, it felt like, deadline.
[35:39.360 --> 35:46.840]  But ultimately, I think we got it in an incredibly timely manner. And I'm super thankful, obviously, for everybody involved in that process of allowing it to happen.
[35:47.020 --> 35:53.280]  Yeah, I was being a real pain in the ass. Like, I've never been particularly good about, like, advocating for myself.
[35:53.560 --> 35:56.780]  Like, I'm bad at chasing people up, because I'm like, you know, they're busy.
[35:57.560 --> 36:05.980]  But in the past, in my personal and professional life, I've just been forgotten a bunch of times, where it's like, oh, yeah, no one was looking at that the whole time, and I was waiting on it.
[36:05.980 --> 36:11.440]  So for this, I was literally like slacking every morning, like, hey, Eddie, I was feeling like a real pain.
[36:11.960 --> 36:17.600]  But I think, I don't know, I think our enthusiasm for getting it done was eventually, it eventually paid off.
[36:18.140 --> 36:20.680]  Yes, I think so. Totally. Absolutely.
[36:21.400 --> 36:27.100]  But that's kind of, you know, we've discussed a lot of this in the early days of the Regulation Podcast.
[36:27.220 --> 36:35.340]  But that's kind of in a nutshell, the business, where we are, and where we are is honestly a couple of months ahead of schedule.
[36:36.720 --> 36:42.740]  And we've gotten there a little bit faster. So we're kind of at a point now where we're like, okay, well, let's look at what's possible now.
[36:42.840 --> 36:49.440]  Let's look at what's attainable. Gavin mentioned that we might be adding another gaming slot weekly in the near-ish future.
[36:49.540 --> 36:52.600]  We still got to work out our editing pipeline a little bit better, I think.
[36:52.700 --> 37:00.360]  But we're in the process of that, and we have some really, really, really fast and talented editors that we're working with, which is great.
[37:00.360 --> 37:10.280]  The people that we worked at with Let's Play, which is so nice. I had so much fun being able to have a big creative lead and work with the team involved in that.
[37:10.820 --> 37:19.560]  So being able to now be in a position to give work to those people that I just had so much fun working with at Rooster Teeth has been awesome.
[37:19.920 --> 37:23.500]  And the amount of stuff coming in that, where I'm just like, yeah, no notes. It's great.
[37:23.500 --> 37:31.280]  Yeah, I know. It's right. The quality is fucking awesome. But it's also, that's part of the beauty of finding editors that are not only good at editing.
[37:31.520 --> 37:41.280]  There's a lot of talented editors out there that understand your sense of humor and get what you're trying to do and are able to help you convey that through editing and enhance it.
[37:41.280 --> 37:51.520]  And we're very fortunate. And I think that shows in the work, like everybody who touches any of the stuff we do has a genuine enthusiasm for it.
[37:51.640 --> 37:59.600]  And it just adds a completely different layer of quality, I think, to whatever that product is or video or whatever. Absolutely.
[38:00.260 --> 38:12.620]  Do we want to get into some of the questions that the Falcon people sent? So if you're a member of the Falcon tier, like we can get back to talking about more other stuff if there's other things we want to cover.
[38:12.720 --> 38:21.880]  But I definitely want to get to these questions. We had a lot of people submit a lot of different stuff. And yes, I think these are good sort of talking points for us to get into.
[38:22.140 --> 38:28.640]  We got so many amazing questions. If your question is not answered or discussed in this thing, that does not mean it won't be.
[38:28.640 --> 38:37.640]  I've like archived all these questions. These were just some of the ones that jumped out at me or were questions were like six people asked the same thing.
[38:37.880 --> 38:52.420]  And so it's sort of grouped under that. So this is from that one guy over there, 33. Will you finish previous series such as Escape Academy from Let's Plays and video game stuff?
[38:52.420 --> 39:12.720]  I would love to, Jeff. Yeah. Keep doing Escape Academy. I'm just waiting for the invite. Yeah. Yeah. We so we're sort of at a process, I think, with this where I'm so excited that I feel like and I don't know if you guys agree with this, that our legs are under us as far as like we still have things to figure out on the logistic business end.
[39:12.720 --> 39:33.560]  But we are able to shift more into like content pipeline in a way that I think is so exciting. And I'm just being able to put more attention into that and not feel like we're having to put out constant fires in different areas. Yeah. Stuff like Escape Academy is like, yeah, we're going to get back to that.
[39:33.560 --> 39:54.600]  It just we've between getting a Patreon going in the back end of the business stuff like it is just been we have been scrambled in trying to get things done and can focus more on like we can just do content stuff. The process of Eric and I applying for credit cards for the business yesterday. Oh, my God. Oh, my fucking God.
[39:54.600 --> 40:08.640]  Do they make it harder than it needs to be for any fucking human? Was it harder than mailing something to Canada? Yeah, it was. It was right. It didn't take as long, but it was right up there.
[40:09.480 --> 40:36.080]  I'm going to get mad. I don't want to get mad, but there was just like there was a there was a fucking moment. There was a fucking moment, dude. There was a fucking moment where I'm talking to a dude at American Express to get an American Express business fucking credit card. And he goes, I need to see your bank statement. And I go, not a problem. Here's my bank statement. He goes, well, I can't accept this bank statement. And I go, why? And he goes, because this bank is American Express. And I go, that's correct. You're our bank.
[40:36.080 --> 40:54.160]  And he goes, yeah, but we can't have we can't accept this. And I go, but surely the process of vetting us to give us a bank account is the same as or more stringent than the process of vetting us to give us a credit card. Seems like a duplicative effort. And the guy's like, yeah, I guess that so. But anyway, I can't take it.
[40:54.160 --> 41:15.200]  And I'm like, so are you suggesting that I close down my American Express checking account and go across the street to open it up with a new bank and give them all of my money so that I can then get accepted for a credit card with you? And he goes, oh, my God, I'm not excited. Oh, no, no, no, sir. And it just went on like that forever. Oh, my God. Oh, my God. Sorry.
[41:15.200 --> 41:35.240]  It was pretty cool. It was annoying. Surely, if it's linked to the same bank, it's the most secure credit card in the world. That's that's what we were thinking and saying. And he was like, that was part of the appeal of going this route in the fucking first place. Exactly. Yeah. I mean, that was like the whole reason was just like, oh, good. It's all under one roof. And it's like, well, why do we even do this then?
[41:35.240 --> 42:05.220]  You've basically fronted them the money for the entire credit line. Yeah. Yeah. It was just like so now I'm excited because we put in the application. We talked to him on the phone. He's like, yeah, we just have to go through and look at this and make sure. I'm so excited for them to say no. I think we just have to go with if they say no, we have to go with someone else and let them know we're going with someone else because they made it so difficult. Like, it's insane. It was so crazy. It's just like you're right, Andrew. We're at the point now where our feet are mostly under us and we can focus on content creation.
[42:05.220 --> 42:28.120]  But there's still some shit the fucking my buddy Nick over there. I love him to death. But every 30 minutes he needs a new forum right now. And it's just it. And I know it's not Nick. It's he's dealing with people, but it's we're still dealing with some fucking administrative stuff in the background that's making me pull my fucking hair out. But we're close. We're real close. We're real close. And that is why Escape Academy will continue.
[42:30.060 --> 42:47.740]  So we'll get back to it. It was so funny that, you know, like when when the tax. So our business name was wrong with her tax thing. And the only way to get that corrected is to mail them a physical letter explaining it and what it needs to be changed to. And then they just automatically process it.
[42:47.740 --> 43:10.120]  I just watched John Q, which is a 2001 movie, all about like trying to submit forms and the annoyance and bullshit of like that process. And it is hilarious. In 2024, it is the exact same shit. It is having to send physical letters for things and then being told the wrong thing and having to send a letter somewhere else.
[43:10.120 --> 43:32.580]  Like it was insane to watch a movie from 2001 and just go. There has been no progress, zero progress in this field of submitting government forms. It's gotten worse. It's gotten worse. I think it's probably even more annoying, though, because like the tech has gotten so much better around it, but it is just remained dog shit in physical paper form. Oh, my God.
[43:32.580 --> 43:34.160]  Thank you so much for the question.
[43:38.900 --> 43:48.080]  This next one's from Luna E. Do you guys still receive any sort of royalties for monetized old face content?
[43:48.660 --> 43:54.600]  Yes. All of it. Like that's I feel like an important thing to clarify of like if you watch any of the old stuff, it helps.
[43:54.600 --> 44:12.020]  Yeah, the face channel. Yes. Yeah. And audio. Let's play. No. Any any of our videos on Let's Play? No, we don't get any any monetization for that. No revenue for that. But yeah, that was part of what took so long. But yeah, as of I don't know, not very long ago, a couple weeks ago, maybe we do.
[44:12.020 --> 44:32.940]  Although I will say we got the YouTube channel and about a week in, I was looking around back there and realized no one had switched the AdSense account. We were just still attached to the old Rooster Teeth AdSense. So I think the first few days of our channel when all the revenue still went to them, which is fantastic.
[44:33.620 --> 44:59.240]  We're fucking so stupid. There's just so much in so many directions. That's not even a dumb. That was just like, yeah, we were doing a million things. And that was the thing that just got passed. Yeah, I'm gonna I'm gonna go out on a limb and say we're not stupid. This shit sucks. Yeah, this stuff, every fucking stupid little step. Everything has to be checked. And you don't know what you don't know until you figure it out. And we I don't know half this shit.
[44:59.240 --> 45:28.600]  That's why I apologize to you, Eric, but I refuse to fill out any forms here on out without Eric in my presence. There just have to be two of us at all times. That's why I'm in my house a lot. Yeah, it's just a lot faster. Luna also asked, Will Gracie be making any appearances anytime soon? The hope there I talked to Gracie not too long ago. The hope there is yes, but Gracie works a full time full time job like big fuck. She's working a big girl job like this is a real thing. Yeah, dumbass Gracie went and became a grown up.
[45:29.360 --> 45:53.240]  Yeah, like she's all professional and fucking corporate. She has a career. It's fucking crazy. So we'll try not to tank that, but also get her in stuff. She's also in some stuff that hasn't released yet. That is true. We do have some things and I I've been working with Gracie a little bit on the side on something that I think is fun. Waiting out a great scene away that I'm excited about it.
[45:54.980 --> 46:05.800]  Yeah, as long as it's not. I mean, you can't blindside us again, so it's fine. It's true. It's true. Did this is from Scoob D. Did Jeff take his refrigerator when he moved?
[46:06.900 --> 46:23.800]  I was just genuinely curious about it. I saw that question. It's like, that's a great question. Do you have that fridge? No, no, the fridge stays. Oh, that's right. Yeah, it's custom size. I wouldn't fit. And what am I going to do? Put it in this new house that already has a refrigerator? I'm renting.
[46:23.800 --> 46:47.220]  It was such a saga. And but that's that. Those are the highs and the lows of homeownership. That's what it's like. That's the naked, honest truth. If I did anything over the course of the podcast, it was to lay bare to you the joys and the pains of homeownership. And that's one of them.
[46:47.220 --> 47:00.740]  Sometimes you may buy a refrigerator that costs as much as a car and may take you more than a year to get it. And then you may get it put in and then about a year later, lose your job and have to move. That's just the way it works sometimes.
[47:03.140 --> 47:26.120]  This next one is from Fortunes Faded. What is your assessment of the England-Netherlands matchup this Wednesday in the UEFA Championship? That's in less than an hour. I'm sorry, you just say UEFA? Yeah, UEFA. I didn't know that. UEFA. Yeah. I don't watch this shit. Gavin, what do you think? That's in like an hour, isn't it?
[47:26.120 --> 47:53.260]  It's in less than an hour. I've been shitting my pants all morning. I think that was from food, but also because I'm scared of England going out. Because they've been like, I feel like just scraping through every game. So fingers crossed. Is Netherlands, are they a big underdog? Like what are, are they a good team? Do you know anything about the Netherlands? Do you know how many gears the Netherlands has? Yeah. Do they have a secret gear that British people tell me about? I feel like I saw them in their high gear and it was, it was impressive.
[47:54.500 --> 47:55.620]  They seem like a good team.
[47:56.020 --> 47:57.920]  Still waiting to see England in their high gear, yeah.
[47:59.380 --> 48:02.240]  They sort of pulled it out in the last, well, yeah. Good point.
[48:02.580 --> 48:08.940]  Yeah. Yeah. There you go. If, if it goes to penalties, we might stream it. So by the time you hear this, that's already happened. Who knows?
[48:08.940 --> 48:20.220]  Hey, it's Paris. You know, I love sparkly things, right? Like stars. Duh. And thanks to Hilton and AutoCamp, I just slept under them.
[48:20.800 --> 48:29.900]  Picture me serving looks by the fire outside my luxurious Airstream, making s'mores with the kids while a national park is our backdrop.
[48:30.540 --> 48:34.100]  The great outdoors meets Hilton hospitality. That's hot.
[48:34.100 --> 48:39.500]  Explore all the new ways to stay at Hilton.com. Hilton for the stay.
[48:40.320 --> 48:43.060]  This episode is brought to you by Indeed.
[48:43.580 --> 48:49.600]  When your computer breaks, you don't wait for it to magically start working again. You fix the problem.
[48:50.040 --> 48:53.360]  So why wait to hire the people your company desperately needs?
[48:53.840 --> 48:59.900]  Use Indeed's sponsored jobs to hire top talent fast. And even better, you only pay for results.
[48:59.900 --> 49:09.320]  There's no need to wait. Speed up your hiring with a $75 sponsored job credit at Indeed.com slash podcast. Terms and conditions apply.
[49:09.920 --> 49:20.820]  This is from TheFrostyCrane. Is there a plan to eventually release or continue F*** Face Off? And will the previous episodes that were first exclusive get up or behind the Patreon?
[49:21.460 --> 49:25.320]  Absolutely. And I think there's stuff with that that I'm excited about.
[49:25.320 --> 49:32.800]  I think being kind of vague about the timeline of that stuff is the way to go for now. But yeah, we're definitely going to do more of it.
[49:33.620 --> 49:38.620]  And there will be that that will be accessible. And I think the not too distant future.
[49:39.160 --> 49:41.300]  And is that going to be for everyone or for the...
[49:41.300 --> 49:43.640]  We haven't had that conversation, but I assume everyone.
[49:44.720 --> 49:48.040]  Okay. Like all F*** Face Offs going forward or just that first season?
[49:48.180 --> 49:51.860]  Just the first season, like re-releasing the first season as a public thing.
[49:51.860 --> 49:55.080]  To promote the second season, which would probably be...
[49:55.080 --> 50:02.200]  Which is a model that Rooster Teeth did a few times, I think. As the second season is airing behind a paywall, the first season's going up for free.
[50:02.740 --> 50:07.780]  You know what they didn't do that with? Because there was no third season, I guess, is Survive Block Island Meltdown.
[50:08.400 --> 50:13.580]  I am the winner of a reality show that does not exist anywhere.
[50:15.160 --> 50:20.440]  I wish we would have figured out a way to maintain that. I really like that show.
[50:23.080 --> 50:26.200]  I'm so glad that I got to be a part of it. That was such a unique experience.
[50:26.840 --> 50:30.920]  Yeah, it really was. It was one of the best experiences I had working with the company. For sure.
[50:31.740 --> 50:33.700]  This is from Jocelyn M.
[50:33.900 --> 50:38.780]  Can't wait for the new Sausage. Loving everything we've been putting out. Pico Parkstream killed it.
[50:38.920 --> 50:45.720]  Are there any new types of videos or content that you're interested in exploring but haven't tried out yet?
[50:45.940 --> 50:48.120]  Love y'all and appreciate the joy you bring.
[50:48.820 --> 50:52.760]  So many, and I feel like we're right on the cusp, I feel like, of doing a lot of that stuff.
[50:53.340 --> 50:59.220]  There's so much stuff that we can do. I know we all have different things we're excited about as far as content goes.
[50:59.720 --> 51:05.640]  I know me especially. It has just been a process of, as I said, feeling like we need to get our feet under us.
[51:06.120 --> 51:13.080]  And then being able to pivot in unique and interesting ways of things that we're excited about and I think the audience will really like as well.
[51:13.820 --> 51:21.060]  And with Patreon, it being a unique situation of being able to make stuff that we think you'll like and that we're really excited about
[51:21.060 --> 51:25.980]  and are not worried about it being a massive hit on YouTube or other platforms.
[51:26.600 --> 51:32.140]  If that happens, that's cool, but that is not at all the goal of a lot of this content.
[51:32.720 --> 51:39.900]  To me, the thing I'm most excited about is how fast we can turn stuff around when we have ideas for this new stuff.
[51:39.900 --> 51:47.740]  Like we were talking about it the other day, Gavin, where it was that, hey, I got this mod thing for GTA 4. Do you want to try it?
[51:47.800 --> 51:53.900]  And that was like a Wednesday. And then we did it on a Thursday. And then it was like ready to go out.
[51:54.180 --> 52:04.840]  It was just like from idea to completion was turned around so fast and that is not something I've been really used to with what we were doing previously.
[52:04.840 --> 52:14.580]  And that mod was something I'd seen probably a decade ago, but I remember at the time in Achievement Hunter or in Let's Play, we weren't really PC gamers yet.
[52:14.860 --> 52:20.000]  We were just like console exclusives. So I was like, it kind of just like fell into the back of my brain for ages.
[52:20.760 --> 52:25.240]  Yeah, it's exciting. It's exciting to be able to do that stuff fast and everything.
[52:25.660 --> 52:33.260]  And it's like, that's a great example of like that video spun off an idea for a series of them that we're really excited about doing.
[52:33.260 --> 52:38.080]  And we'll talk about, you know, talk about all the different things we want to make.
[52:38.140 --> 52:43.760]  And it's kind of hard because there's so many opportunities and there's so much stuff out there that we want to make.
[52:43.880 --> 52:49.440]  That's one of the things that I think will probably happen and happen sooner than later because I think it's something we're all invested and excited about.
[52:49.840 --> 52:56.260]  Yeah. This is from Julia M. What was everyone's favorite part of switching to RegulationPod?
[52:56.820 --> 52:58.500]  Oh, that's tough.
[52:59.500 --> 53:11.560]  For me, it's so easy. I have so much more time to make stuff and not have to be in meetings explaining why things are happening or what needs to happen or being told what needs to happen.
[53:11.880 --> 53:21.060]  There is so much more time to do rather than to sort of like mull over. It is such an eat like to me, it's such a slam dunk answer.
[53:21.160 --> 53:27.060]  My time is so much more valuable this way in what we're doing. Like infinitely more valuable.
[53:27.060 --> 53:34.620]  I find it hard to explain. My excitement has just gone way up. I just feel so much more responsible and I have eyes on more things that I'm just...
[53:35.120 --> 53:38.240]  I don't know. I'm just so much more all in than I was before.
[53:38.600 --> 53:46.140]  Yeah. I feel lighter and freer as if like 21 years of weight has been lifted, honestly.
[53:46.140 --> 54:01.860]  And I don't even mean that to be silly, you know. But it's just like, it's just such an exciting time to be here with you guys and it's just energizing at all times, you know.
[54:02.420 --> 54:09.660]  And it wasn't like that before. I mean, I loved it before, but this is just like a different thing, you know.
[54:09.660 --> 54:17.140]  And it just feels like we're all plugged in to the same entity and we're all like...
[54:17.140 --> 54:21.860]  It's very Borg-ish, if I can get Star Trek-y for a second. You know what I mean?
[54:22.340 --> 54:22.480]  Yeah, totally.
[54:22.480 --> 54:31.500]  I feel like we're a little... we got a little Borg unit going and I love it because it makes... it's what Achievement Hunter was at its best. It's what Rooster Teeth was at its best.
[54:33.660 --> 54:39.660]  It's... it's just like the sum of the parts creating something greater than they are individually.
[54:39.840 --> 54:41.340]  We're a regulation Borg cube.
[54:42.320 --> 54:43.680]  Yeah, we're a regulation Borg cube.
[54:43.680 --> 54:50.180]  It is a really exciting thing of like we are making the stuff and our stuff is the thing.
[54:50.260 --> 54:57.960]  And anyone who is part of this community or involved with it is excited about that thing and everything is unified.
[54:58.200 --> 55:03.820]  As opposed to being in a place where it felt like we have a little corner of this larger thing.
[55:03.820 --> 55:22.220]  And to incorporate specific stuff for us just felt complicated or maybe things that from the top down of Rooster Teeth as a business made sense didn't at all make sense with what we wanted to do or like how we would handle certain things.
[55:22.320 --> 55:22.580]  Yeah.
[55:22.660 --> 55:30.720]  So just having full autonomy and it being all about the thing that we are specifically invested in and excited about has been incredible.
[55:30.720 --> 55:36.440]  Yeah, it kind of goes to what Eric was saying and it's just that like no one can say no to us.
[55:36.520 --> 55:36.920]  Right?
[55:37.000 --> 55:37.160]  Yeah.
[55:37.220 --> 55:40.100]  Like we don't have to ask anybody's permission for anything.
[55:40.320 --> 55:41.680]  I don't have to pitch anything.
[55:41.840 --> 55:42.800]  I don't have to make up.
[55:43.040 --> 55:48.280]  You guys will have like you guys, not you guys, but the audience has no idea how many...
[55:48.280 --> 55:57.780]  Even as a founder of Rooster Teeth, how many pitch decks I personally created, how many one sheets I had to create to get stuff made, to get face made, to get everything made.
[55:57.780 --> 56:05.800]  Even though you would think I would have some sort of a what Bernie called founders wand that I could just wave and say, I bequeath myself a new podcast, but it doesn't work that way.
[56:05.880 --> 56:06.020]  Right?
[56:06.120 --> 56:14.760]  You still have to have good ideas and those good ideas still have to compete against the other ideas and you still have to get yeses and it's still, you still have to go through the process and do the work.
[56:15.020 --> 56:16.540]  And all that's gone.
[56:16.620 --> 56:17.880]  It's just stripped away.
[56:18.360 --> 56:21.440]  The only people I have to get approval from are two of you.
[56:21.780 --> 56:23.100]  And I don't care which two of you.
[56:23.220 --> 56:23.700]  You know what I mean?
[56:24.820 --> 56:27.800]  They could be two spite votes and those work just the same.
[56:28.340 --> 56:32.900]  It's also nice to not have to say no to a bunch of stuff and piss off like entire departments.
[56:33.800 --> 56:41.440]  Like marketing, we were always saying no to some like forced collaboration that then resulted in us being punished kind of because we don't want to work.
[56:41.800 --> 56:44.400]  We wanted to keep our thing the way people like it basically.
[56:45.240 --> 56:49.400]  Nobody's trying to... and this was a struggle that we all felt at RT.
[56:50.320 --> 56:54.060]  But nobody's trying to drag us into things that we have no business being in.
[56:54.500 --> 56:54.660]  Yeah.
[56:54.820 --> 56:55.300]  You know what I mean?
[56:55.380 --> 56:56.900]  That just don't make sense for any of us.
[56:56.920 --> 57:01.420]  Nobody's trying to force us into other content that we don't want to be in.
[57:01.800 --> 57:02.640]  You're absolutely right.
[57:02.700 --> 57:03.380]  And I totally agree.
[57:03.500 --> 57:10.680]  And this is a question from Megan Y that said what things have been easier since going, you know, individual brand IP and what things have been harder.
[57:11.060 --> 57:13.400]  And I think that's what we're talking to here is...
[57:13.400 --> 57:14.360]  Yes.
[57:14.940 --> 57:15.500]  Yeah.
[57:15.640 --> 57:22.360]  That is what Gavin just explained is such a double-edged sword because you're right.
[57:22.620 --> 57:25.860]  We don't have to do these things that are asked of us in everything.
[57:26.360 --> 57:41.600]  However, all of the heavy lift of doing all of the things, a sales department, a marketing department, like all of those pieces of parts, a design department, like all of that is now on the five of us to see that stuff through.
